-0.088599,-0.099332,-0.092082,-0.10231,-0.098252,-0.081794,-0.077291,-0.093898,-0.10533,-0.090439
0.041329,0.050739,0.044114,0.050811,0.051931,0.04081,0.037836,0.045605,0.048918,0.037523
-0.064965,-0.074714,-0.063265,-0.066692,-0.067,-0.064707,-0.057284,-0.065993,-0.068143,-0.060347
0.026494,0.030428,0.021524,0.024646,0.024038,0.027297,0.022914,0.025531,0.027172,0.025143
0.15991,0.17584,0.1671,0.17684,0.17102,0.14696,0.1392,0.16448,0.17818,0.15562
0.021693,0.027779,0.027367,0.028662,0.027952,0.024431,0.02082,0.027473,0.028648,0.024548
-0.026971,-0.031985,-0.030618,-0.035454,-0.032578,-0.027174,-0.024653,-0.030167,-0.03468,-0.027699
-0.0014597,-0.0022205,-0.0015766,-0.0013853,0.0033455,-0.00088625,0.00088388,0.0009126,-0.003191,-0.0035858
-0.01333,-0.014014,-0.0063918,-0.0063524,-0.0090059,-0.0099125,-0.015431,-0.0097697,-0.0031216,-0.00051211
-0.034276,-0.039592,-0.034279,-0.037629,-0.03498,-0.033584,-0.030479,-0.034894,-0.042826,-0.035553
0.011519,0.011423,0.021169,0.018671,0.018946,0.0093818,0.0059822,0.01686,0.028118,0.021305
0.0079479,0.012512,0.010107,0.005854,0.0095941,0.011464,0.0075731,0.0084256,0.0085423,0.0070803
0.002456,0.0040491,0.0046143,0.0040129,0.0047732,0.0023274,0.0023601,0.0049883,0.0050513,0.0037395
-0.013379,-0.012909,-0.0158,-0.01538,-0.019017,-0.012754,-0.013399,-0.014328,-0.013055,-0.015884
-0.020336,-0.023168,-0.017281,-0.019513,-0.019965,-0.018461,-0.017368,-0.018523,-0.022842,-0.0177
0.010363,0.0070717,-0.0014865,6.812e-05,-0.0022335,0.0079455,0.010187,0.0049439,-0.0050189,0.00069593
-0.0090284,-0.0092937,-0.0023559,-0.0078105,-0.0052975,-0.0053072,-0.010383,-0.0059971,-0.0038372,-0.0038731
0.0098096,0.014174,0.015835,0.015274,0.018767,0.0085485,0.0066067,0.013334,0.01198,0.013686
-0.0080269,-0.0067992,0.00049654,-0.0038275,-0.0027372,-0.0049737,-0.0030001,-0.0013896,-0.0021929,-0.0020934
0.002775,0.0045656,0.0023277,0.0019929,0.0052248,0.0043607,0.0016515,0.0017347,0.0070151,0.002404
