-0.082056,-0.091352,-0.087758,-0.076575,-0.087843,-0.091867,-0.090664,-0.086527,-0.090544,-0.0748
0.04161,0.048377,0.049472,0.040099,0.049651,0.053338,0.05544,0.039843,0.045139,0.041911
-0.067433,-0.064814,-0.071208,-0.063436,-0.070902,-0.075296,-0.07676,-0.061395,-0.068306,-0.064204
0.022544,0.020902,0.023678,0.022569,0.021416,0.023511,0.024336,0.022542,0.022998,0.021655
0.16237,0.16772,0.17244,0.14782,0.17094,0.18405,0.17843,0.16256,0.16747,0.15081
0.033058,0.029149,0.031186,0.027568,0.034844,0.032157,0.032292,0.023713,0.03365,0.026193
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
-0.0013313,0.0025871,-0.0015259,0.00036169,0.0045747,-0.001168,0.0020422,-0.00038326,5.5599e-05,0.00094348
-0.027954,-0.024759,-0.023042,-0.023924,-0.033813,-0.026093,-0.0316,-0.017442,-0.025247,-0.021939
-0.038282,-0.038272,-0.036727,-0.035377,-0.04048,-0.03955,-0.039398,-0.03827,-0.042633,-0.034772
0.0089748,0.013966,0.017739,0.006684,0.010385,0.014992,0.010927,0.013947,0.014956,0.0084394
0.023601,0.017512,0.015652,0.015771,0.022424,0.018447,0.018053,0.01295,0.020644,0.017238
-0.0010884,-0.0015781,0.00053507,-0.00069572,-0.00088949,0.00028559,-0.00034408,-0.0003062,-0.0004012,-0.00098629
-0.0093895,-0.014599,-0.013265,-0.011594,-0.012273,-0.013997,-0.013273,-0.011152,-0.012772,-0.014541
-0.026331,-0.026163,-0.028177,-0.023015,-0.028455,-0.026801,-0.024976,-0.030449,-0.027986,-0.020657
0.0084669,0.0077856,0.0047672,0.0099301,0.0092194,0.00915,0.010191,0.0067494,0.0077331,0.01061
-0.010171,-0.014772,-0.00896,-0.012077,-0.01373,-0.016197,-0.016421,-0.010077,-0.011689,-0.012391
0.00037892,0.0043562,0.0062843,0.0010201,0.0014558,0.0093039,0.0048743,0.0029989,0.0011719,0.0025193
-0.001638,-0.0033202,-0.003586,-0.0033762,-0.0013666,0.0010803,-0.0012042,-0.0033286,-0.00070948,-0.00161
0.0030204,0.0013574,0.0027772,0.0023353,0.00026402,0.0015228,0.00047531,0.0067079,0.0037893,0.0025874
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
-0.02146,-0.023336,-0.017502,-0.021197,-0.023312,-0.026912,-0.026708,-0.018678,-0.022485,-0.021754
-0.014761,-0.015503,-0.014185,-0.012723,-0.013999,-0.016384,-0.013217,-0.014783,-0.013492,-0.012361
0.00053659,-1.7228e-05,-0.00092011,-0.0015133,-0.0010017,-0.001085,0.0010297,0.0038859,0.0023511,0.001474
0.038598,0.036129,0.037537,0.034202,0.0388,0.042232,0.039567,0.039465,0.038864,0.035577
-0.024885,-0.023665,-0.02705,-0.02282,-0.023531,-0.027095,-0.027049,-0.029752,-0.027633,-0.023967
0.012119,0.014427,0.01209,0.011578,0.014072,0.015214,0.014946,0.012686,0.012601,0.012038
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
0.0062648,0.0062488,0.0059629,0.0027458,0.0040825,0.0036531,0.0037496,0.0084576,0.0046531,0.0037073
-0.038323,-0.039054,-0.041894,-0.034227,-0.039337,-0.04048,-0.036882,-0.036745,-0.038947,-0.034645
-0.033332,-0.035283,-0.039086,-0.031136,-0.036062,-0.03794,-0.037105,-0.035466,-0.034631,-0.031799
0.010991,0.01156,0.013446,0.010579,0.012912,0.013644,0.014504,0.010686,0.012541,0.011766
-0.050974,-0.052315,-0.046484,-0.044542,-0.05429,-0.056331,-0.056692,-0.048786,-0.053513,-0.046592
-0.015836,-0.013986,-0.015125,-0.013822,-0.016293,-0.016888,-0.015699,-0.013488,-0.016912,-0.013482
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
-0.0045016,0.0016589,-0.0060822,-0.0013987,-0.0013707,-0.0082783,-0.0020755,-0.0031452,-0.00087716,-0.0024354
-0.035007,-0.041085,-0.042051,-0.033684,-0.041442,-0.04392,-0.044564,-0.036109,-0.039753,-0.034847
0.01523,0.015316,0.019766,0.016499,0.016624,0.021817,0.020497,0.014837,0.014012,0.016114
0.0037339,0.0076167,0.0063643,0.001506,0.0052037,0.0061417,0.0046671,0.005288,0.0072302,0.0029243
0.018676,0.01359,0.011951,0.011998,0.017784,0.014665,0.01396,0.010505,0.016379,0.014067
-0.00096178,-0.0014891,0.00064675,-0.00058727,-0.00076337,0.00039035,-0.00023518,-0.00019733,-0.00026007,-0.00088543
-0.0095545,-0.014722,-0.013417,-0.011739,-0.01244,-0.014141,-0.01342,-0.011298,-0.012959,-0.014679
-0.0067509,-0.0069261,-0.010013,-0.0063593,-0.0084771,-0.0073868,-0.0068688,-0.011273,-0.0064841,-0.0062954
0.037564,0.031708,0.03439,0.032025,0.036124,0.033094,0.035332,0.036121,0.035213,0.03149
-0.016824,-0.011355,-0.013738,-0.013005,-0.014051,-0.013026,-0.013843,-0.017252,-0.014481,-0.012492
0.0036305,0.0020686,0.0025388,0.0036678,0.0029282,0.0029889,0.0037622,0.0056588,0.0025294,0.003238
-0.0094939,-0.010274,-0.010774,-0.01025,-0.0098116,-0.0072863,-0.0103,-0.010162,-0.0083274,-0.0089074
0.0032611,0.0015265,0.0029914,0.0025421,0.00050803,0.0017251,0.00068627,0.0069096,0.0040581,0.0027787
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
-0.033954,-0.032112,-0.031535,-0.032989,-0.032513,-0.037723,-0.035858,-0.030709,-0.036445,-0.032774
-0.016595,-0.017281,-0.019668,-0.013479,-0.015127,-0.016194,-0.014965,-0.017238,-0.015356,-0.013348
0.024165,0.022997,0.021378,0.021855,0.024231,0.023358,0.023336,0.023914,0.026368,0.021901
0.0053249,0.0069038,0.0074131,0.0047365,0.003245,0.0070018,0.004991,0.0067452,0.0020069,0.0042811
-0.01739,-0.016183,-0.019183,-0.016149,-0.014648,-0.018788,-0.018578,-0.022442,-0.019828,-0.017419
0.012581,0.014699,0.012559,0.011975,0.014531,0.015595,0.015361,0.013094,0.013109,0.012408
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
-0.010103,-0.01153,-0.0089682,-0.0108,-0.013492,-0.015563,-0.018589,-0.0056988,-0.013316,-0.012011
-0.0023113,-0.003595,-0.0053666,-0.0056829,-0.0045861,-0.0053979,-0.0059948,6.6648e-06,-0.0074158,-0.0060333
-0.0061838,-0.0057968,-0.010589,-0.003002,-0.0046717,-0.0081227,-0.0042154,-0.0059853,-0.0020447,-0.0028156
0.028121,0.027811,0.029998,0.027009,0.030981,0.033325,0.033266,0.020389,0.029279,0.027808
-0.043459,-0.043682,-0.037514,-0.037319,-0.045446,-0.046177,-0.04731,-0.041043,-0.045249,-0.039404
-0.015992,-0.014203,-0.015458,-0.013963,-0.016483,-0.017014,-0.015746,-0.013736,-0.016939,-0.013684
-0.03325,-0.031485,-0.035613,-0.027586,-0.033272,-0.036393,-0.033,-0.03131,-0.031733,-0.02869
