"","StaticF","SemiF","ECFP6","DFS8","ECFP6+ToxF"
"CHEMBL806152",0.915850815850816,0.904118104118104,0.872494172494172,0.817404817404817,0.880613830613831
"CHEMBL1613812",0.74031007751938,0.761466408268734,0.720607235142119,0.886466408268734,0.776970284237726
"CHEMBL2363265",0.65394992213174,0.79386556204738,0.694016757653121,0.689416307598126,0.666892366892367
"CHEMBL1024480",0.752592592592593,0.488888888888889,0.459259259259259,0.648888888888889,0.442962962962963
"CHEMBL2363541",0.492015392015392,0.621428571428571,0.664309764309764,0.516738816738817,0.644035594035594
"CHEMBL1614177",0.721319102353585,0.782074438970991,0.749863163656267,0.837575259989053,0.797810618500274
"CHEMBL1804798",0.942369068839657,0.907609710550887,0.942381801205331,0.906468041762159,0.958110516934046
"CHEMBL3111191",0.394927048260382,0.457205387205387,0.244118967452301,0.278563411896745,0.215521885521886
"CHEMBL1031359",0.822222222222222,0.622222222222222,0.833333333333333,0.748333333333333,0.825
"CHEMBL2363544",0.550938644688645,0.571538755362285,0.505836075689017,0.506197846271376,0.500903508256449
"CHEMBL2363339",0.631349206349206,0.680820105820106,0.772685185185185,0.617857142857143,0.74292328042328
"CHEMBL2363169",0.643256280756281,0.791472416472417,0.799656824656825,0.63753885003885,0.767191142191142
"CHEMBL2363165",0.58578431372549,0.83308195072901,0.64297385620915,0.641465560583208,0.636060834590246
"CHEMBL1738313",0.614113181504486,0.736040770823379,0.617421165790731,0.732205234379147,0.661620082815735
"CHEMBL2363531",0.616345270890725,0.63031068258341,0.67877257422712,0.579074839302112,0.662982093663912
"CHEMBL2363621",0.639129389129389,0.641329966329966,0.68013468013468,0.623893698893699,0.656180856180856
"CHEMBL1614265",0.807820855614973,0.651255199049317,0.717171717171717,0.62979055258467,0.716763220439691
"CHEMBL1738092",0.461041824137062,0.544162572436382,0.459967876039305,0.701417233560091,0.447365520282187
"CHEMBL1614380",0.790403169814935,0.884723120017238,0.923388158682276,0.821562642150877,0.865030285618521
"CHEMBL2363420",0.647649572649573,0.836538461538462,0.673076923076923,0.722435897435897,0.666346153846154
"CHEMBL2354307",0.640023146421834,0.616217686849352,0.532748043740661,0.460865422063125,0.46739779528951
"CHEMBL2363375",0.611721611721612,0.665567765567766,0.594505494505495,0.631868131868132,0.627472527472527
"CHEMBL1738423",0.656320558526441,0.611315073815074,0.513955733808675,0.659646807440925,0.484204602586956
"CHEMBL3214828",0.780563032187746,0.828957830880028,0.826721369146998,0.773770216561979,0.847650127650128
"CHEMBL2114883",0.620978429608461,0.657877647235232,0.506806625034179,0.583274897903381,0.571706336605717
"CHEMBL1614408",0.675361811391223,0.59317615935263,0.517116013071895,0.53057500778089,0.54973544973545
"CHEMBL872182",0.976359560918384,0.970150934305346,0.960066825875649,0.904453661806603,0.95543719624602
"CHEMBL2363299",0.605449452508276,0.766015901310019,0.641841383017854,0.639956992898169,0.606516141810259
"CHEMBL1820680",0.756613756613757,0.755026455026455,0.713756613756614,0.661772486772487,0.71984126984127
"CHEMBL663474",0.927363184079602,0.844112769485904,0.949253731343284,0.820729684908789,0.942786069651741
"CHEMBL2363268",0.661469819254346,0.701529276705108,0.69405743624094,0.705817633630933,0.672663917852537
"CHEMBL2363393",0.582745098039216,0.682990196078431,0.688186274509804,0.583877995642701,0.664270152505447
"CHEMBL1737862",0.874290987516071,0.920881340467007,0.885908921239268,0.894662187383352,0.908412342914023
"CHEMBL2363642",0.577790727790728,0.714110334110334,0.664154364154364,0.626521626521626,0.691155141155141
"CHEMBL3215144",0.486519315013939,0.695957785742732,0.747371565113501,0.616109119872561,0.672301871764237
"CHEMBL2363467",0.703823094894523,0.830947227375799,0.846048924620353,0.655884525527383,0.844440149797293
"CHEMBL2363174",0.572359276329409,0.679197272304174,0.691730212764633,0.544658547708994,0.690557353369227
"CHEMBL1614417",0.538766987110067,0.50079694329207,0.661015866668888,0.568464926164731,0.618341913663551
"CHEMBL1614539",0.685526315789474,0.586549707602339,0.560672514619883,0.573684210526316,0.684429824561404
"CHEMBL1738684",0.73522969522337,0.733131085966844,0.765344250005856,0.714104996837445,0.715793645215952
"CHEMBL3214981",0.771313733826864,0.7312466653328,0.728633953581433,0.663768840869681,0.752451814058957
"CHEMBL2363321",0.592995169082126,0.703266620657925,0.65178283873936,0.555152979066023,0.61130664826317
"CHEMBL3111197",0.59073476702509,0.377992831541219,0.349426523297491,0.338064516129032,0.412437275985663
"CHEMBL2114718",0.417645074224022,0.405645524066577,0.537417528864897,0.474964387464387,0.50978032688559
"CHEMBL1963857",0.77488239058112,0.907538351277008,0.857583701503847,0.843073811313376,0.842669631235874
"CHEMBL2363453",0.637121212121212,0.743181818181818,0.683333333333333,0.647159090909091,0.708712121212121
"CHEMBL2363176",0.565820839234152,0.608175128105469,0.674995848950957,0.560889560502564,0.640192374132003
"CHEMBL1963849",0.694234483917024,0.59608843537415,0.649029982363316,0.719870664315109,0.631057361216091
"CHEMBL1614210",0.500200758538859,0.592186202220527,0.472199232985846,0.568900118654123,0.481812547673532
"CHEMBL2354260",0.525589547328678,0.479305718436153,0.608161564683304,0.540583410148628,0.572088941654159
"CHEMBL2363449",0.588130686517783,0.723468431210367,0.706440584505101,0.665817480011028,0.766506754893852
"CHEMBL1614482",0.703852657004831,0.850525189786059,0.79884265010352,0.8085983436853,0.804380262249828
"CHEMBL1614220",0.675492207648005,0.690522155377228,0.702751092787325,0.788076761265167,0.722666827920451
"CHEMBL2114914",0.58907919777485,0.788089225589226,0.699378293807642,0.560516853315766,0.660778985507246
"CHEMBL2363438",0.611383423561732,0.620494808500323,0.690620062127415,0.627211437459599,0.659053252711341
"CHEMBL1613956",0.449364593464763,0.635620494703687,0.591851084211016,0.616031566371125,0.550066311101965
"CHEMBL1613806",0.682215219421102,0.836025401613637,0.807964638846992,0.821354832531303,0.77556800497977
"CHEMBL1614450",0.490162037037037,0.580632716049383,0.51929012345679,0.448688271604938,0.465663580246914
"CHEMBL1167052",0.818037518037518,0.955627705627706,0.922727272727273,0.968398268398268,0.915800865800866
"CHEMBL1002712",0.954609500805153,0.946407779016475,0.928442028985507,0.948270469466122,0.946960547504026
"CHEMBL3111194",0.564078087375301,0.654932060543516,0.552352081183351,0.642565359477124,0.63452442380461
"CHEMBL1613859",0.660994651483782,0.84441856452726,0.680253623188406,0.65139751552795,0.63440303657695
"CHEMBL2363146",0.562732919254658,0.639500421746799,0.62611762901618,0.561160953914577,0.652198834445211
"CHEMBL2363395",0.628826033337312,0.634412438021461,0.737904501513524,0.553754226836934,0.671222356034386
"CHEMBL938648",0.804724596391263,0.733143399810066,0.730927508705286,0.767410572966129,0.69238683127572
"CHEMBL1613980",0.528017984725302,0.508893816210889,0.640289069557362,0.551465878295147,0.527568366592757
"CHEMBL2363581",0.709197235513025,0.773421347982752,0.732131254061079,0.670594837261504,0.740585681375155
"CHEMBL3215132",0.673503947495883,0.678095938680616,0.637799997578223,0.714604221156641,0.616923072265814
"CHEMBL1614267",0.632548792397277,0.653346961680295,0.637816112058536,0.653396154911306,0.618338143338143
"CHEMBL2363277",0.633891612200436,0.647949735449735,0.70583372237784,0.591828120136944,0.677781668222845
"CHEMBL3111192",0.713518966908797,0.682956685499058,0.463666935700834,0.484665052461663,0.299085283831047
"CHEMBL3111198",0.513480392156863,0.582573441563005,0.599831330381615,0.757730690842645,0.637140698573336
"CHEMBL2363153",0.6574022357481,0.714239964991845,0.665639097744361,0.659122409197597,0.686763336913713
"CHEMBL2363197",0.62456910373577,0.698452781786115,0.644189915023248,0.515371973705307,0.634970739137406
"CHEMBL2363371",0.511418128654971,0.688961988304094,0.647719298245614,0.57140350877193,0.621330409356725
"CHEMBL2363734",0.589501348324878,0.734958940841294,0.66719990249402,0.716848728613435,0.69623992565169
"CHEMBL1614478",0.743518518518518,0.831415343915344,0.831040564373898,0.795756172839506,0.785703262786596
"CHEMBL2363336",0.602392977392977,0.689664502164502,0.646284271284271,0.741161616161616,0.658008658008658
"CHEMBL3111195",0.602105669854149,0.610396342445024,0.553015229080138,0.659609131008725,0.569168356997972
"CHEMBL2363278",0.603033625730994,0.645166301169591,0.698661366959064,0.562120796783626,0.681702302631579
"CHEMBL2363351",0.532924836601307,0.653267973856209,0.64468954248366,0.61593137254902,0.63047385620915
"CHEMBL2363391",0.629082132178107,0.68520279170434,0.700881505835066,0.604305257865629,0.703427463489383
"CHEMBL2363326",0.590114379084967,0.659402852049911,0.633830956625074,0.475965537730244,0.638666072489602
"CHEMBL2363328",0.51358024691358,0.571450617283951,0.712654320987654,0.56033950617284,0.667283950617284
"CHEMBL2363330",0.516955266955267,0.614688552188552,0.676001082251082,0.487012987012987,0.629449254449254
"CHEMBL2363364",0.641755960862544,0.707028118172319,0.652144485608435,0.678009879357842,0.682260853044552
"CHEMBL2363333",0.534063322298616,0.651065274594686,0.673762838468721,0.519955861132332,0.682573635514812
"CHEMBL2363148",0.582880850667412,0.662351445948284,0.672911592872067,0.553053592579284,0.63141959782276
"CHEMBL2363264",0.560846560846561,0.641534391534392,0.597883597883598,0.607142857142857,0.646825396825397
"CHEMBL2363283",0.676911269558328,0.707115270350564,0.548435333729451,0.607746583481878,0.620080709051297
"CHEMBL2363660",0.626224982746722,0.696580016869872,0.622061191626409,0.625795567824553,0.645878383559543
"CHEMBL2363307",0.512472907209749,0.563729399255715,0.603026724737251,0.594257350836298,0.587226004989163
"CHEMBL2363247",0.591781058447725,0.664862298195631,0.704921004921005,0.591530691530692,0.710265043598377
"CHEMBL2363465",0.665804002760525,0.689755578559926,0.740036231884058,0.661775362318841,0.729196572348746
"CHEMBL2363225",0.580149090675407,0.634605745132061,0.689705031810295,0.563774821669559,0.654411670201144
"CHEMBL2363468",0.621468367889421,0.652483458062405,0.630632028789924,0.614064654643602,0.675639308060361
"CHEMBL2114826",0.62024616615666,0.768435752347789,0.717711850620801,0.687447790264148,0.752961006471809
"CHEMBL3215266",0.661439387034137,0.615827125507191,0.543082175321716,0.466748148700569,0.465738876321321
"CHEMBL2363731",0.618807508281192,0.713880505459453,0.632427922954239,0.591900380321433,0.675151515151515
"CHEMBL1614479",0.898274124464601,0.774250440917108,0.782690854119426,0.763416477702192,0.703325774754346
"CHEMBL3214782",0.592039370660497,0.598378897556633,0.5459692286068,0.45415083136462,0.677431068006653
"CHEMBL1614273",0.481227556156562,0.526297047554654,0.545237397641049,0.623266095710315,0.511885282848772
"CHEMBL1794400",0.718799823633157,0.718966490299824,0.725128747795414,0.756201058201058,0.767395061728395
"CHEMBL2363728",0.587488328664799,0.676887684898521,0.733551403017347,0.520883704358937,0.689496412600128
"CHEMBL2363568",0.589124033860876,0.689669979143663,0.701130229419703,0.607850263771316,0.689623972518709
"CHEMBL2363353",0.654201838180166,0.616213516445715,0.722101823185414,0.573350797809002,0.692733058135535
"CHEMBL2363230",0.575146458479792,0.619682015515349,0.58951788951789,0.586905995239329,0.614531764531765
"CHEMBL1670561",0.850361842349672,0.523358149625898,0.853606163950992,0.646600205068765,0.841189844638121
"CHEMBL1614518",0.527849346931473,0.623152621220254,0.496117373412059,0.577223116836643,0.547611379495437
"CHEMBL2363739",0.562480404585668,0.627509916983601,0.585817691080849,0.595189410978885,0.568887253097779
"CHEMBL2363558",0.624846681096681,0.620084776334776,0.66656746031746,0.509920634920635,0.626713564213564
"CHEMBL2363322",0.598141346121144,0.582833384348536,0.677738666122505,0.56181512090603,0.652023603033704
"CHEMBL2363753",0.570593149540518,0.679128376496798,0.652908312447786,0.632562308549151,0.626331453634085
"CHEMBL2363348",0.569331983805668,0.725381599394757,0.671394230769231,0.678055734470208,0.697428868645974
"CHEMBL1614321",0.442762348984238,0.550329359129959,0.558353283675623,0.47349618841373,0.542183432093477
"CHEMBL2363337",0.618333333333333,0.68,0.68,0.582407407407407,0.685
"CHEMBL2363228",0.731013431013431,0.665079365079365,0.751770451770452,0.591941391941392,0.719169719169719
"CHEMBL2363504",0.646944841364346,0.585683760683761,0.632779762377286,0.511156029213305,0.626211134926305
"CHEMBL2363664",0.651477688977689,0.788954101454101,0.748346098346098,0.66968586968587,0.771101121101121
"CHEMBL2363269",0.463201871657754,0.63156862745098,0.638600713012478,0.581862108479756,0.651421886936593
"CHEMBL1613893",0.708217626825287,0.734702778051639,0.859865041024461,0.782667575887038,0.776398884835738
"CHEMBL1614345",0.501237535612536,0.516141381766382,0.655021367521368,0.568073361823362,0.663630698005698
"CHEMBL2363442",0.633344238607397,0.674341253288622,0.722569827832986,0.621396147711937,0.716851374746112
"CHEMBL2363317",0.617577597840756,0.678320400359874,0.756352017865176,0.699884727845254,0.723292606516291
"CHEMBL2363432",0.538642697881828,0.637386058102171,0.678505421120511,0.490716331125538,0.64445236846132
"CHEMBL1614376",0.218948558162268,0.543065738025415,0.427034457478006,0.349407380254154,0.517567815249267
"CHEMBL2363403",0.494905354554477,0.591872130468622,0.60674121200437,0.573902705481653,0.634696427678884
"CHEMBL1614355",0.560163033847244,0.327308169413433,0.678982810561758,0.5,0.367712209817473
"CHEMBL2363593",0.550364758698092,0.584562949759028,0.646703967782399,0.546180761867036,0.632559252657292
"CHEMBL2363414",0.61688479219439,0.675112385464553,0.680432029271039,0.59836014948244,0.712405693936267
"CHEMBL1614226",0.763320684691652,0.748124411430863,0.728338417854547,0.757719654897074,0.700454563357789
"CHEMBL2363444",0.653439153439153,0.742504409171076,0.681657848324515,0.640652557319224,0.728615520282187
"CHEMBL1738246",0.767234993614304,0.790753512132822,0.761769418321143,0.793578311854174,0.74964820619993
"CHEMBL2363697",0.689834921413869,0.778650199702831,0.719618588039641,0.627877969983233,0.777274090431985
"CHEMBL2363725",0.53287037037037,0.639224763979666,0.664102214960058,0.549105846042121,0.647120098039216
"CHEMBL2363572",0.691754541754542,0.732854182854183,0.729148629148629,0.675481925481925,0.711273911273911
"CHEMBL2363189",0.588408521303258,0.627159333518983,0.600031328320802,0.512241251276339,0.577344982827439
"CHEMBL2363799",0.661451268030215,0.75938316069895,0.665978465978466,0.75446556367609,0.716101442417232
"CHEMBL2363628",0.458742088052433,0.587945419841972,0.547962892790479,0.514271328926501,0.551006624282486
"CHEMBL2363489",0.623697000167588,0.702752639517345,0.645684598625775,0.519737724149489,0.66872381431205
"CHEMBL2363426",0.519322344322344,0.644871794871795,0.679136141636142,0.5248778998779,0.694856532356532
"CHEMBL1738575",0.605659020364903,0.793509475862417,0.703548085901027,0.772543341660989,0.723239205592147
"CHEMBL2363836",0.586798484166905,0.650513911040227,0.592009842009842,0.632061505745716,0.585436688068267
"CHEMBL2363789",0.694434880975802,0.666216002331226,0.678128684143962,0.641361297203268,0.745328394515701
"CHEMBL2363553",0.608426546507042,0.691371544119222,0.70194197787077,0.558964341472081,0.675650838383037
"CHEMBL2363332",0.581070476436188,0.591677378188117,0.641941480539584,0.577429135031206,0.600348527568922
"CHEMBL1614308",0.454414935151533,0.556347273738718,0.500639734133335,0.532242767540951,0.529614039657731
"CHEMBL2363809",0.567521367521368,0.67031857031857,0.668598068598069,0.576678876678877,0.714552114552115
"CHEMBL2363207",0.604960219478738,0.747566529492455,0.708965706447188,0.666902606310014,0.71761316872428
"CHEMBL2114827",0.241602067183463,0.273255813953488,0.268881506090808,0.280361757105943,0.303580657069029
"CHEMBL1964046",0.531632080441604,0.609059415011796,0.648617696236744,0.538682745825603,0.640326164135688
"CHEMBL1614462",0.360499889862471,0.44934023976912,0.402875794573611,0.510832992831812,0.381268941272876
"CHEMBL2363671",0.623906432748538,0.633005847953216,0.679559454191033,0.575586744639376,0.641711500974659
"CHEMBL2363290",0.562979320874058,0.698621164410638,0.702549107812266,0.603885003885004,0.7231893837157
"CHEMBL2363459",0.662434530490086,0.729201739618406,0.666000280583614,0.607136176580621,0.728862701084923
"CHEMBL2363611",0.721031746031746,0.753769841269841,0.726984126984127,0.625,0.74484126984127
"CHEMBL2363743",0.614624669312169,0.678798776455026,0.687272652116402,0.628740906084656,0.72182953042328
"CHEMBL1613821",0.57724171539961,0.680349377717799,0.599677612835508,0.66359649122807,0.494309491677913
"CHEMBL2363341",0.605313970831212,0.675736587805553,0.65859970170315,0.612385571006261,0.646360153256705
"CHEMBL1614465",0.476130351130351,0.765632515632516,0.60266354016354,0.624864718614719,0.64983164983165
"CHEMBL1614083",0.570148953301127,0.829339199447895,0.684595698182655,0.601774212100299,0.60121635610766
"CHEMBL2363366",0.536589105339105,0.663600288600289,0.68248556998557,0.590561868686869,0.690011724386724
"CHEMBL2363766",0.528643578643579,0.684423426814731,0.665894974590627,0.56041470606688,0.667041533345881
"CHEMBL2363464",0.496258767929249,0.606381985672604,0.673537042667477,0.551443967931382,0.672055015922293
"CHEMBL1963899",0.694600963552576,0.731521435553694,0.690319089512638,0.663835358190197,0.730177349532188
"CHEMBL3214801",0.633330430744224,0.613480867791213,0.69899114295666,0.581915211225556,0.699712643678161
"CHEMBL1614512",0.703951603951604,0.72173206910049,0.704543409806568,0.72820688083846,0.761682177471651
"CHEMBL648337",0.896560846560847,0.929301485551486,0.858137464387464,0.800900488400488,0.859340659340659
"CHEMBL2363213",0.706608391608392,0.668269230769231,0.688383838383838,0.576596736596737,0.678040015540016
"CHEMBL2363556",0.600999245852187,0.686538461538462,0.735426093514329,0.553148567119155,0.765780542986425
"CHEMBL2363142",0.568562156797451,0.646289984525279,0.673853923853924,0.487995337995338,0.651079639314933
"CHEMBL2363788",0.669783885776533,0.717989174836601,0.680132226501712,0.612136729691877,0.724842923280423
"CHEMBL2363560",0.596908939014202,0.713374121578456,0.680094844955526,0.548157157599882,0.666853408029879
"CHEMBL2155446",1,1,1,1,1
"CHEMBL2363790",0.618245222431078,0.758299655388471,0.66921718358396,0.582580670426065,0.691804902882206
"CHEMBL2363481",0.705996810207337,0.75297632192369,0.745119003803214,0.732425469267574,0.779957673905042
"CHEMBL2114715",0.61507045766305,0.649208130689612,0.643022820800599,0.69717857588228,0.729074697593216
"CHEMBL2363433",0.634348544973545,0.755509259259259,0.691481481481482,0.650297619047619,0.725939153439153
"CHEMBL2363609",0.604816071727836,0.680985000837942,0.700194821518351,0.654610775934305,0.666802832244009
"CHEMBL3214965",0.655090250678486,0.748523701955074,0.624152227093404,0.713731779908251,0.740558294479863
"CHEMBL1169087",0.749925328554361,0.933131720430108,0.804062126642772,0.938764080901178,0.753317545656255
"CHEMBL3214907",0.459458946402007,0.575744397389302,0.541152252721778,0.590832818487954,0.484907120743034
"CHEMBL687330",0.947718253968254,0.94781746031746,0.921031746031746,0.91656746031746,0.942857142857143
"CHEMBL1614008",0.592648672372175,0.674454338611506,0.648878956223123,0.676477676526185,0.631757812349614
"CHEMBL2363324",0.571014492753623,0.631159420289855,0.577865612648221,0.520223978919631,0.621212121212121
"CHEMBL2363185",0.623716153127918,0.68703314659197,0.644899626517274,0.61671335200747,0.664098972922502
"CHEMBL2363220",0.561853832442068,0.706617647058824,0.708303624480095,0.564297385620915,0.670811051693405
"CHEMBL2363555",0.640127987954075,0.661961227178618,0.665631469979296,0.619424054206663,0.671089779785432
"CHEMBL2363437",0.53296485260771,0.666836734693878,0.664739229024943,0.638038548752834,0.624546485260771
"CHEMBL2363243",0.658370489446341,0.739755607596165,0.763818876628474,0.638739492648161,0.792064689123513
"CHEMBL2363612",0.610348583877996,0.7202119231531,0.798692810457516,0.622905525846702,0.749366211130917
"CHEMBL2363140",0.729565580618212,0.730818713450292,0.74,0.626140350877193,0.749248120300752
"CHEMBL3215216",0.596818262188596,0.687387513144793,0.800913388611258,0.668474831793182,0.723628986478312
"CHEMBL2363239",0.605151214526214,0.774400252525252,0.689977152477153,0.679342532467533,0.7378848003848
"CHEMBL2363434",0.63700990367657,0.72022792022792,0.702191018857686,0.612040428707095,0.694017094017094
"CHEMBL2114717",0.374215765900972,0.56975195837821,0.530695040344651,0.510576272283725,0.526883191788642
"CHEMBL2363688",0.604812911386187,0.767865256550601,0.69898021837677,0.706491744207261,0.75149862111069
"CHEMBL2363152",0.647412854030501,0.630882352941176,0.706998910675381,0.622903050108933,0.692347494553377
"CHEMBL1738040",0.502433609750683,0.480782090538188,0.441865993085505,0.404775982824763,0.467889292279536
"CHEMBL2363141",0.632153912395848,0.780852883675464,0.785448086859377,0.61638126658288,0.812617825722664
"CHEMBL2363803",0.700330687830688,0.780621693121693,0.699052028218695,0.669466490299824,0.734281305114638
"CHEMBL2363623",0.680777724299992,0.733840114002057,0.713690627860668,0.625301284410596,0.749744722214358
"CHEMBL2363211",0.717083842083842,0.770070207570208,0.742673992673993,0.636294261294261,0.736365486365486
"CHEMBL2363594",0.613975893387658,0.78534646181705,0.669467787114846,0.644986277339219,0.747976968565204
"CHEMBL2363236",0.691125541125541,0.742234514456737,0.747923681257015,0.751290684624018,0.715400032066699
"CHEMBL2363549",0.600322671156005,0.64263468013468,0.661195286195286,0.660255331088664,0.623961840628507
"CHEMBL2363387",0.557263714685004,0.621476363605299,0.648351167591547,0.5067295412123,0.681764789710817
"CHEMBL2363180",0.615843989769821,0.644850154108466,0.698269558659584,0.541960620368549,0.753957308675979
"CHEMBL2363577",0.634085213032581,0.745363408521303,0.655012531328321,0.668838763575606,0.683542188805347
"CHEMBL2363252",0.624151882975412,0.61750700280112,0.659601618425148,0.593915343915344,0.631263616557734
"CHEMBL2363630",0.625062656641604,0.745530492898914,0.693483709273183,0.614313561681983,0.688341223428943
"CHEMBL2363216",0.612282876950419,0.687181734368998,0.66753446983776,0.63426115126026,0.659826062417863
"CHEMBL2363535",0.608123490125715,0.712727360681115,0.691578492940238,0.647833916760484,0.722063660990712
"CHEMBL2363368",0.654856663263096,0.780212491104304,0.700870617902782,0.642027522509979,0.70854412265231
"CHEMBL2363618",0.577097505668934,0.666918785057883,0.721613557703783,0.642090344909894,0.685850041771094
"CHEMBL2363774",0.721169177316104,0.709817710192523,0.695915930923427,0.65434941259529,0.713637229004545
"CHEMBL1614503",0.694687818045046,0.70905188886073,0.657672905880791,0.722856803800651,0.6656207635897
"CHEMBL2363389",0.636914910891893,0.730389112166606,0.661836256241627,0.56093756343117,0.678421223561889
"CHEMBL2363477",0.601761542551016,0.60989687700214,0.675380775819372,0.522757943810575,0.649519827151406
"CHEMBL2363834",0.619708994708995,0.668954583428268,0.675248727880307,0.616190096453254,0.705516948938002
"CHEMBL1794367",0.886925770308123,0.868074229691877,0.86156162464986,0.889768907563025,0.885679271708683
"CHEMBL2363440",0.666955266955267,0.76465848965849,0.650060125060125,0.67531265031265,0.658982683982684
"CHEMBL2363363",0.57447676208064,0.587503847337642,0.671194983071714,0.575881040320098,0.653131732840874
"CHEMBL2363369",0.607477284809821,0.700889476906223,0.629139782997439,0.577780899102669,0.656657282554412
"CHEMBL2363435",0.683511586452763,0.707605466428996,0.790136660724896,0.581075460487225,0.783036244800951
"CHEMBL2363223",0.575313140019022,0.627570033452386,0.667698967698968,0.632909465262406,0.65737639267051
"CHEMBL2363851",0.629923574368019,0.681327160493827,0.766607877718989,0.65433935920047,0.766920194003527
"CHEMBL2363575",0.680897031019241,0.777546549552416,0.644139502523078,0.68954946706291,0.696977997108354
"CHEMBL2363443",0.670559764309764,0.713609307359307,0.620746151996152,0.559132996632997,0.63343253968254
"CHEMBL2363273",0.608992704826038,0.651613355780022,0.663005050505051,0.557379349046016,0.692817059483726
"CHEMBL2363655",0.568715385211549,0.599273027342081,0.685173344700199,0.528530849183023,0.663256027386462
"CHEMBL2363242",0.628086419753086,0.824537037037037,0.735030864197531,0.644444444444444,0.768287037037037
"CHEMBL2363367",0.49031363893024,0.667895214140273,0.625282754136509,0.459988364731448,0.593349075167257
"CHEMBL2363561",0.721451355661882,0.756020733652313,0.736423444976076,0.682356459330144,0.750438596491228
"CHEMBL2363771",0.650965608465608,0.734722222222222,0.657905643738977,0.642883597883598,0.700458553791887
"CHEMBL2363238",0.622657952069717,0.715522875816993,0.671323529411765,0.549918300653595,0.667456427015251
"CHEMBL1613904",0.595366972806736,0.719795181785355,0.651354734390809,0.63447699307169,0.655401169551796
"CHEMBL2363507",0.522425538262642,0.623704259262329,0.645551832391953,0.556237879767292,0.644025887804168
"CHEMBL2363727",0.618345342522974,0.741452589807853,0.659769214703425,0.64436873433584,0.664755639097744
"CHEMBL2363480",0.614666154923508,0.746628555268261,0.634599897651368,0.659908290239173,0.607259346046111
"CHEMBL2363187",0.564855072463768,0.675905797101449,0.623136645962733,0.680784161490683,0.622217908902691
"CHEMBL2363659",0.584245193804017,0.732027640115875,0.675713747037276,0.62785349182408,0.688364277334866
"CHEMBL2363327",0.595284780578898,0.701332755324352,0.694613400915922,0.587751767373616,0.733444488906674
"CHEMBL2363154",0.545050102718769,0.68546338185156,0.420621066089693,0.404445591834951,0.4700558396713
"CHEMBL2363469",0.568838763575606,0.673266499582289,0.69209133945976,0.60646059593428,0.672514619883041
"CHEMBL2363275",0.524116161616162,0.58044733044733,0.655663780663781,0.581060606060606,0.602308802308802
"CHEMBL2363248",0.5896627881922,0.667918192918193,0.685493428140487,0.562132801838684,0.682553149464914
"CHEMBL2363374",0.625276633089133,0.758108211233211,0.670730311355311,0.635769612332112,0.683302808302808
"CHEMBL2363397",0.677786411119744,0.789032777921667,0.674599269043713,0.630664191775303,0.661301044634378
"CHEMBL2363811",0.663829944002358,0.78360472541507,0.801872728165832,0.700024560369388,0.801312751743786
"CHEMBL2363208",0.555114638447972,0.601311728395062,0.685460758377425,0.567206790123457,0.691820987654321
"CHEMBL2363212",0.63397633744856,0.641033950617284,0.674984567901235,0.592109053497942,0.666291152263375
"CHEMBL2363373",0.580097920810836,0.635617044104896,0.620103959458179,0.564716903112044,0.619960962831807
"CHEMBL2363657",0.593479984927353,0.633955956324377,0.627268929900509,0.572701056253688,0.644102242786453
"CHEMBL2363160",0.524351408825093,0.61542663476874,0.655353535353535,0.535798777246146,0.650963583200425
"CHEMBL2363846",0.516127214170692,0.579329710144928,0.657316827697263,0.53395229468599,0.663825483091787
"CHEMBL3215276",0.50176656920078,0.829251949317739,0.880116959064328,0.767665692007797,0.873416179337232
"CHEMBL2363740",0.729774597830153,0.804176019453797,0.851243920688365,0.709712869435092,0.855429292929293
"CHEMBL2363218",0.637147880594733,0.727482274586248,0.687734706455682,0.561126877651645,0.715281241638956
"CHEMBL2363224",0.655768506232903,0.741683457008534,0.644750765803397,0.629553458810425,0.661169263026848
"CHEMBL2363529",0.538383838383838,0.626233766233766,0.730668590668591,0.56986050986051,0.72047138047138
"CHEMBL2363713",0.683585164835165,0.78464590964591,0.729204822954823,0.689056776556777,0.712263431013431
"CHEMBL2363820",0.561240440845704,0.683949055330634,0.594516606687659,0.534085882441146,0.625923114409957
"CHEMBL2363314",0.511622435535479,0.686492251709643,0.672705314009662,0.617620302402911,0.68324549846289
"CHEMBL2363635",0.663539702811733,0.706966297232672,0.720281656014187,0.65648647709403,0.770205442756072
"CHEMBL2363352",0.6391044221479,0.709791898922334,0.592670011148272,0.675279635823114,0.655840765514679
"CHEMBL2363631",0.62127849002849,0.767165242165242,0.743625356125356,0.66292735042735,0.753952991452991
"CHEMBL2363221",0.671620046620047,0.679768842268842,0.769803807303807,0.709200984200984,0.738458300958301
"CHEMBL2363178",0.716688681688682,0.765078995078995,0.763969178969179,0.684799274799275,0.786678321678322
"CHEMBL2363546",0.709565307604523,0.79471742400664,0.711367880485528,0.60883195870941,0.709464804440295
"CHEMBL2363343",0.635623313884183,0.767785837351055,0.749565410434976,0.687653892001718,0.747164429773125
"CHEMBL2363210",0.628918824839877,0.667649679754943,0.644808897243108,0.582265037593985,0.654192425508215
"CHEMBL2363452",0.599735123762584,0.718742927552996,0.657943632772008,0.56013431013431,0.67459269690391
"CHEMBL2363171",0.547067901234568,0.743248456790123,0.712686191626409,0.518904320987654,0.737536902844874
"CHEMBL2363445",0.64141977303742,0.798205307764131,0.727695180636357,0.67789359333477,0.769531530560942
