"","StaticF: fold0","StaticF: fold1","StaticF: fold2","SemiF: fold0","SemiF: fold1","SemiF: fold2","ECFP6: fold0","ECFP6: fold1","ECFP6: fold2","DFS8: fold0","DFS8: fold1","DFS8: fold2","ECFP6+ToxF: fold0","ECFP6+ToxF: fold1","ECFP6+ToxF: fold2"
"CHEMBL2363338",0.480388166450139,0.656311905667393,0.618048323432697,0.706592457532047,0.713246930516948,0.807683557416395,0.751131460939224,0.701065177418661,0.709364131844883,0.596153608337399,0.655106032077059,0.775455696188152,0.686717483262061,0.724454601885952,0.738578919522519
"CHEMBL1614395",0.953861612508952,0.83122769936562,0.868490793150885,0.953048284957433,0.865980103896393,0.893382495969568,0.931603136119656,0.819893439490576,0.875238790859652,0.943847663577929,0.87079112729033,0.921955018184785,0.892270663428492,0.858699797550513,0.856466287206495
"CHEMBL2363334",0.566672644641755,0.739030455368919,0.585917584629256,0.8070218676862,0.784882150196304,0.537904870521069,0.761778409986143,0.739372124054185,0.72496172491763,0.60272250926729,0.726687364285362,0.72371793143158,0.743429940074895,0.759302814362886,0.7699849915203
"CHEMBL1614007",0.945199739778607,0.951421025029415,0.946071254525337,0.846185861460274,0.782915537142909,0.921569657595456,0.879036147196484,0.858807511067964,0.93641205533646,0.89427808188922,0.837500211573203,0.961909488544447,0.884667910616439,0.866665335868059,0.925464411919247
"CHEMBL1614049",0.689397053116742,0.552218595952531,0.723136129829362,0.800322466739294,0.753502445836378,0.802559272978342,0.767757274582295,0.686427414334209,0.813593668345083,0.770768196753427,0.750871263620014,0.730245772221928,0.746001077680805,0.71102263840322,0.818146245191819
"CHEMBL1034535",0.989851658375858,0.960214646464646,0.495767195767196,0.995966596809121,0.924626762126762,0.544191919191919,0.98337981492192,0.968093434343434,0.589133089133089,0.980041579695195,0.863737488002194,0.142791005291005,0.980788397120219,0.881511682761683,0.728021978021978
"CHEMBL1613853",0.723060403752795,0.49743105177022,0.593404479456733,0.791481742736131,0.736037650268384,0.611512038271704,0.725747272440847,0.629091031123469,0.610188016135691,0.78773754185478,0.694158994810973,0.637404359699319,0.770235198526228,0.650104717437109,0.685166704220732
"CHEMBL1614138",0.443399182927256,0.381074079405166,0.480467540628823,0.528256791807429,0.435660250652694,0.63043852363398,0.583708650275289,0.554755120147929,0.705084106672047,0.5231055465187,0.595785909416848,0.48092770446357,0.608809314811043,0.573755440457595,0.634231753643989
"CHEMBL2363814",0.427779519688388,0.604022012893239,0.605499805111874,0.560231722047662,0.761372372686602,0.759575568623556,0.629431574472867,0.63357016830337,0.474705298543382,0.462215534528452,0.747882622223393,0.727845047109753,0.639941372803312,0.707407521177575,0.489722378699781
"CHEMBL2363245",0.496477407432153,0.700532822085765,0.636430981216329,0.579784204076902,0.769599373318879,0.778751674903695,0.749148768018442,0.698154269565651,0.716286166460441,0.632028397097131,0.695871087015427,0.646615769446196,0.743535063541101,0.74496925938605,0.706650021724691
"CHEMBL2363349",0.76834180987769,0.864391378759487,0.756398184261931,0.889218373659255,0.873203974490657,0.88941483649172,0.811044851885745,0.85365505043498,0.760174100123847,0.727418281658776,0.773635485062023,0.812734901151775,0.787959692867323,0.88932537521833,0.762350784105815
"CHEMBL2363794",0.370705371744925,0.566736647282529,0.630705194430906,0.601279599861723,0.758135088951076,0.812323132735284,0.73590122521157,0.643505631018403,0.554471784008236,0.234510597198169,0.783856826252256,0.749405813165231,0.688452126577127,0.672633848832452,0.663477143287213
"CHEMBL856174",0.993610171505276,0.984429308582768,0.976006151785951,0.988681461059324,0.976965353272855,0.916839207619006,0.912797374240388,0.962390289888268,0.951661260566059,0.989741063883633,0.970503105547333,0.99499373433584,0.899514465637113,0.994757766302586,0.97199974152954
"CHEMBL1964005",0.86225179992931,0.969641291757193,1,0.96107136201019,0.982100730670504,0.999420416910189,0.933850398743875,0.98631148837624,0.993971087550958,0.972792749598606,0.984243045421623,0.99504583515403,0.96472279072859,0.968796759486429,0.99592877385036
"CHEMBL1963983",0.433354442515713,0.43014524178081,0.695165025150577,0.504117686795822,0.400634046803402,0.810269959439088,0.457347480894392,0.442331911057562,0.814127559504371,0.569204370384517,0.236358213318998,0.726484221824781,0.449554761884222,0.357552787047006,0.742307903667831
"CHEMBL2363215",0.460683515992808,0.586281394072493,0.709160789991551,0.467906801608782,0.748975583240289,0.797379502598577,0.6270204628901,0.619425717758723,0.795726112110934,0.569551386839894,0.670538118910933,0.65454510627266,0.515841638463792,0.666241572918883,0.76095869803604
"CHEMBL1613890",0.794057750519937,0.689268343270427,0.676640084023867,0.860544282136445,0.817435047934012,0.704002266461787,0.794464760648961,0.67615102483899,0.676184660060761,0.806083725880279,0.800240408124373,0.60063141822786,0.781021766110016,0.792850077648077,0.719071565846986
"CHEMBL1614363",0.448593887996062,0.646841659515808,0.908858942265605,0.522455412234824,0.593670051846736,0.711964050509928,0.58069144102409,0.652288434884418,0.727196834062464,0.472623297866938,0.574657733782448,0.658253658860074,0.563038668315203,0.626436727117906,0.723926514910374
"CHEMBL1022010",0.999489210284665,0.987910186517854,0.987346243871294,0.995062479561038,0.992035096203774,0.995354259405708,0.998431841825076,0.990717891902698,0.98362998428547,0.999489210284665,0.962454776081669,0.991616147603564,0.991529071789505,0.992035096203774,0.991616147603564
"CHEMBL1613962",0.795891437284718,0.731792088487087,0.830824314574314,0.91600025381161,0.844921969878265,0.83441739439611,0.866102824646661,0.849524321103761,0.828894518579116,0.757945430238211,0.678826150634204,0.822957834649011,0.924414277985204,0.820802538608045,0.825888566198164
"CHEMBL1614244",0.66817430588263,0.549568597509984,0.773423204967978,0.846117853078823,0.669823551270943,0.722402080979575,0.844544768131366,0.491388380569691,0.75429925968862,0.799356877695156,0.551070554371689,0.666890758790081,0.800769140329143,0.600548237055642,0.686810926887367
"CHEMBL2363764",0.364534373759554,0.448310706243439,0.555413880283479,0.27487747026443,0.708992824342705,0.723072046121918,0.648025123025123,0.527307896975579,0.499933958193973,0.302970071601208,0.506604287860972,0.697705410660573,0.672642682987511,0.637757808881458,0.535017761274555
"CHEMBL1614405",0.851587301587301,0.612244296757164,0.899990798675009,0.716785714285714,0.882896387721755,0.829102524549357,0.826785714285714,0.830408653846154,0.648749541057233,0.753787878787879,0.811994949494949,0.749709369095066,0.821111111111111,0.744805194805195,0.768954913864416
"CHEMBL1613926",0.916013741397373,0.726728837112773,0.375759157996,0.827052807156484,0.722928450581116,0.515022679060992,0.889918234585812,0.777330395955511,0.702684988622489,0.854075075000356,0.7950011764077,0.707326238576239,0.90913847516856,0.771536795395838,0.698418613550193
"CHEMBL1614492",0.755245744685374,0.738164994852578,0.690622128158467,0.807897528891098,0.743536262236998,0.777156450067253,0.769878639823397,0.67100746707399,0.636080419850572,0.70414112566275,0.749617090224322,0.679035117524061,0.823305201564735,0.708094433887807,0.669469430560658
"CHEMBL2363716",0.61377979795099,0.685723660805803,0.70292009924704,0.710357911215944,0.677483096964362,0.781389703686869,0.70986812054203,0.733222343801205,0.725139563276233,0.638328625613019,0.641389084625512,0.773853320302005,0.744093034821821,0.673849429532001,0.788333426449519
"CHEMBL1243972",0.980468839030452,0.914642420982133,0.988814848856209,0.960597046567276,0.953580182093807,0.988814848856209,0.920225503387122,0.859057804186047,0.923324535962404,0.989263482472852,0.940178388434927,0.980953110410831,0.968720980270183,0.86708191098559,0.978212703350571
"CHEMBL1614053",0.669127978188838,0.578723397291947,0.680002152462242,0.785004690991322,0.783344672508903,0.714943044146043,0.721518911396213,0.739027299349704,0.724977645772702,0.718245253292997,0.760804817844612,0.706167540235519,0.758042310321541,0.675008077419413,0.772824603383548
"CHEMBL829401",0.986099098736108,0.979767247665777,0.96499412302814,0.964164361259273,0.967204529844853,0.956885451172406,0.937691523604795,0.87997036627143,0.874744976121481,0.992655201824228,0.9792964860162,0.947789427890278,0.952201939136377,0.920210980565308,0.930827915401248
"CHEMBL2363167",0.488707976532091,0.674544978830693,0.715066014438924,0.578623777105786,0.712834168755221,0.777642601435661,0.670914122386814,0.647201290772719,0.642277877020033,0.579328281598015,0.651695965659397,0.640935402568796,0.708589342195186,0.5597272825214,0.674372393656405
"CHEMBL2363592",0.558439906863215,0.535773778039835,0.607985220270982,0.663818783973827,0.535950787509601,0.783472083858978,0.631569300022263,0.567861358563459,0.664122220506632,0.486351167141025,0.419257493523586,0.745037976591331,0.640794290242303,0.554229934537415,0.684451486495666
"CHEMBL2363599",0.452351857330077,0.674489641363414,0.594596080310251,0.603700779238522,0.638225946594095,0.692572167975394,0.620899030555156,0.652893408226571,0.652077552077552,0.462875743644984,0.582833398969594,0.455830292002753,0.603235958529568,0.575342959350212,0.651635941338599
"CHEMBL1613942",0.719444991330767,0.606781844967395,0.63484555239655,0.768195455289644,0.779730975418675,0.741888618655024,0.740988768061931,0.785880639022404,0.744309575126593,0.724734663549445,0.7098127914435,0.722339493613354,0.759383278349615,0.678298457404287,0.795648788693546
"CHEMBL1614463",0.748051677859333,0.482774459393713,0.706949413415882,0.772549222733639,0.565606248959222,0.652716988328933,0.748768176583211,0.544522588201077,0.639578750435057,0.752327670897085,0.606991683260831,0.624144174473081,0.736438178828474,0.642427054472013,0.648006698086908
"CHEMBL1614132",0.691736023140277,0.711491013762207,0.723791588721625,0.777966470135336,0.796723728794079,0.712003627369751,0.754765009012588,0.747573945485525,0.76824206469655,0.761096199605519,0.781126091344691,0.734503853048575,0.777846513450219,0.776511383924963,0.794924426549195
"CHEMBL2363633",0.462064261141978,0.623320795868881,0.740521187173405,0.596784130967846,0.715858152111818,0.788099182074702,0.758197957013746,0.714835578916961,0.688711489694946,0.544960471266182,0.602868075773503,0.845652912213803,0.749182148128068,0.70414117886944,0.749337651380495
"CHEMBL1963934",0.990076825789121,0.992546405350049,0.981463856470973,0.908932526276,0.984666816931245,0.973245397028625,0.955373614665932,1,0.99457270336566,0.979387531530552,0.999350756081525,0.998666201747069,0.966297095158704,0.995831902565649,0.997212072857941
"CHEMBL2363557",0.451165223119624,0.795931473825212,0.686758346862451,0.512122902685812,0.877760294571709,0.837111275200649,0.697108947831731,0.781777650498002,0.769667986663823,0.41605318424745,0.699505525622705,0.606447070544913,0.675899896671956,0.755297744315963,0.762880915954959
"CHEMBL1614283",0.735560379198006,0.87646641762632,0.781988730493557,0.891377878215027,0.902737326054024,0.797192474450874,0.87232411837675,0.852893504352807,0.702029785101709,0.826626261077687,0.802778412997935,0.742521536381113,0.807767050130772,0.873275022570892,0.732913836222284
"CHEMBL1614548",0.855685656872535,0.895120352980943,0.976090126539302,0.893943158897051,0.879983627391023,0.993300321443172,0.883133378841413,0.926907452255094,0.997395785256026,0.833861459235618,0.86189702147413,0.986351112600179,0.91413434570867,0.884349272318778,0.998431841825076
"CHEMBL2363458",0.380750523219722,0.400307879935227,0.329629524499758,0.554371976558497,0.437638709090538,0.51724848545126,0.519106959731374,0.40163266807496,0.494332478380466,0.507083339322133,0.359921851030627,0.558322116338169,0.562767430846186,0.519212083497486,0.572345496010204
"CHEMBL2354217",0.842627633580798,0.787134849016392,0.923956725611615,0.925526929101859,0.87845000848906,0.893912341046712,0.896478521989788,0.895359490238558,0.938700192790195,0.897107987863035,0.86278995299456,0.962079953129729,0.889748998284829,0.873619081057067,0.926794478344535
"CHEMBL1738633",0.980999780575299,0.973200620127988,0.964817908107964,0.986118673816086,0.969917416008829,0.962963575954814,0.961850566690632,0.926280567212438,0.964174440573411,0.96863919768139,0.979003601932488,0.972675404354398,0.964362387021601,0.968722406347597,0.963615480871018
"CHEMBL1613950",0.697367583171232,0.570781979298981,0.646468255859193,0.816274219585126,0.728082298913948,0.724524518866479,0.694233792343918,0.692012357635499,0.753502687919099,0.694259935896846,0.707002291307101,0.830869107544548,0.784300971632772,0.631882795005879,0.790734639647471
"CHEMBL2114928",0.160572998771735,0.344074290905173,0.299894053292671,0.135554762963485,0.168921554522323,0.112206524336278,0.10465844834261,0.130167518721432,0.132316935608067,0.161726880192905,0.161778961733342,0.166070610089011,0.139616528679029,0.143941575544235,0.0937824284531331
"CHEMBL2363385",0.575388396235674,0.546987392446566,0.727029628083993,0.801557409073614,0.632441307121551,0.849383414998215,0.797074078493199,0.652423066720595,0.735024514803085,0.587337188516031,0.538942282677996,0.719380243574686,0.822922829787536,0.624230472168851,0.812116924720355
"CHEMBL1614066",0.0929166666666667,0.0135135135135135,0.0964065854389988,0.0348790322580645,0.166666666666667,0.133755565899529,0.0606617647058824,0.0714285714285714,0.204088191220544,0.0333049007444169,0.1,0.150102018975764,0.0571428571428571,0.0714285714285714,0.134020960604908
"CHEMBL1614109",0.721927230559262,0.481129917614671,0.517466239086557,0.645135641887448,0.610212585526999,0.573201427678426,0.787269183726872,0.495585039223674,0.494549810714559,0.659392105702741,0.612979806419872,0.596879807104125,0.757008411479338,0.626790279878901,0.453129280536772
"CHEMBL1737868",0.634032463637727,0.847656624158814,0.71277052814486,0.549223413447551,0.473051465867195,0.796958520417569,0.484749809014515,0.608120783486418,0.537712040020224,0.49050650595273,0.528466969882753,0.690960389425863,0.216353382369496,0.710971352134135,0.526042629274837
"CHEMBL1614477",0.74145425195589,0.557543098435331,0.83240051091709,0.806756840266588,0.722490690620504,0.719189551490236,0.835842684442736,0.589454932251835,0.75440741428772,0.752146184165508,0.718952605438748,0.843769123671086,0.799845015260596,0.67573737125478,0.760727486469673
"CHEMBL1794460",0.712837493867596,0.757715829173243,0.786027822030664,0.813275796024248,0.801382604230814,0.818483180350216,0.770698071064258,0.781248419384685,0.833309414267193,0.806725677225004,0.809094858504775,0.831626478102968,0.812654115341847,0.81662309174739,0.799012828498741
"CHEMBL1614197",0.889382873853294,0.985719557420447,0.954877168554257,0.892788252419988,0.981274607944913,0.97652143705456,0.903116547063621,0.976809394666619,0.979125052125018,0.959745636642151,0.986523593741724,0.97216647629213,0.906106392009987,0.975517727999952,0.949028582210766
"CHEMBL2354228",0.762692487105121,0.530090628666306,0.785512905304572,0.691193284877283,0.610378020512472,0.87535563973064,0.707035578798943,0.488703279832342,0.828079537015941,0.677135465039427,0.643483999202384,0.946066896066896,0.728849143299109,0.510400656141472,0.866790248650881
"CHEMBL1737978",0.905308340409863,0.852345964285703,0.883819244787163,0.920868319187298,0.835194937300965,0.884434504102077,0.89098711675893,0.809747801896604,0.817322466309796,0.862782704577826,0.827696810224668,0.863409920952257,0.906593598476492,0.851351448676956,0.871215990265555
"CHEMBL2363383",0.598572692739359,0.685338672062285,0.64524250072097,0.491519672427601,0.614665719578,0.829084292119052,0.55687761365679,0.694018408492093,0.644090023167563,0.333056868172031,0.499083814184621,0.61021956069803,0.673692641413781,0.610005792281334,0.677024923190671
"CHEMBL2363656",0.307452834066322,0.379097644805048,0.268148158964691,0.477858218543702,0.416463460654489,0.570964763829508,0.612466946561374,0.472141361927546,0.456680201313505,0.32619277536942,0.314193683368998,0.447097111238019,0.533150137286578,0.442235061540739,0.472417532977878
"CHEMBL1614225",0.456865800149169,0.452252047488066,0.420304615993555,0.592078832378687,0.569818258179261,0.565302848939846,0.559115189745135,0.544060245706719,0.376312190225234,0.565388411381562,0.640685337145837,0.609721057638089,0.602811862270702,0.591018766906434,0.359544182468095
"CHEMBL1738400",0.791581632653061,0.75141369047619,0.81020392158245,0.84117192331478,0.964204545454545,0.90055573262332,0.889471243042671,0.901208513708514,0.74965494187889,0.763482059490463,0.939583333333333,0.917727600218409,0.858163265306122,0.926925505050505,0.793566170094203
"CHEMBL1738679",0.733444180890879,0.215048501192782,0.310530315444953,0.594142938857986,0.210755243949782,0.321533842439586,0.617402330530269,0.198995727761551,0.310646499848588,0.49588242207207,0.200113147416412,0.306568265548632,0.565180760848331,0.199517705925092,0.268507255507594
"CHEMBL1738043",0.848254643286495,0.62092898735252,0.766987540106519,0.859778898135692,0.896916870813681,0.812439537719994,0.713699871314775,0.829810242135011,0.78702075665649,0.789449249755657,0.857937942478466,0.772456698741155,0.741090405340924,0.796892806211179,0.80074540907486
"CHEMBL1738202",0.950755307604499,0.998033812722808,0.981121532127956,1,0.990510071795804,0.999316357695859,1,0.996498240700309,0.999316357695859,0.999054596969169,0.999356345408977,0.998667341430499,0.999054596969169,0.983293991546286,0.998667341430499
"CHEMBL1614550",0.972646870765978,0.940645350605171,0.953777409628781,0.949708363883537,0.925059907533746,0.971509940280566,0.951509603881376,0.907782750861192,0.967239869105882,0.955585067446573,0.884792767927089,0.98804852425709,0.929033436528488,0.933093821875279,0.957922904171697
"CHEMBL2363390",0.454680541453457,0.395694807199762,0.612267251727209,0.555982617275637,0.548122019143987,0.714594454595226,0.72851519825204,0.511643599443326,0.488705780648183,0.387126681065746,0.424938707110832,0.680592587489139,0.720340683918787,0.447245300593901,0.593233699732023
"CHEMBL1737977",0.857918742648856,0.881396430854342,0.960804774434066,0.948284930359093,0.938129701321779,0.986021627358941,0.934124423166518,0.937528273966411,0.988255847050654,0.968407085724451,0.943042937237619,0.971032554623312,0.957081526157568,0.919206428140564,0.987142416876696
"CHEMBL2114823",0.820027277097667,0.844052005822558,0.893890207456744,0.850168712437473,0.859886980718673,0.846227435720309,0.815446944367704,0.830615649579311,0.808852058581015,0.843290710299642,0.852559653604344,0.847339341126903,0.902589223132389,0.78840857530924,0.852159975411302
"CHEMBL1243978",0.859107088072722,0.713514062242413,0.855564574314574,0.80973350305289,0.72202143230007,0.783596468890587,0.772908544358432,0.767628062663453,0.764054899349017,0.858954111180855,0.672375840776534,0.847990408284526,0.738399754091178,0.64985027127442,0.757973354631109
"CHEMBL2363839",0.643013007673319,0.711450056293354,0.665791907229896,0.715249300031324,0.749516509843701,0.723588532742668,0.813032516816309,0.705352334618757,0.710319939778144,0.605563929731495,0.783696834457343,0.695804319150599,0.738503050378158,0.736376075836872,0.754938039422348
"CHEMBL1243969",0.832950196352652,0.973944973246216,0.891976911976912,0.879598214698798,0.981863388327919,0.906890470640471,0.80746263481999,0.885959208960647,0.945065073815074,0.905118369285052,0.946289018826661,0.922810245310245,0.802629310884635,0.896275225160145,0.931672216672217
"CHEMBL3215034",0.669548812124534,0.698807205231811,0.672876269508424,0.81260839894492,0.807867461726053,0.81634916400983,0.795911141680189,0.755250141891744,0.630515623619527,0.719947714042965,0.791350293064501,0.82813187220908,0.849206507203524,0.751087373758456,0.725821824980152
"CHEMBL914418",1,0.995727024436363,0.958758503401361,0.999440690690691,0.999195011337868,0.900425170068027,1,0.991779083623652,0.900425170068027,0.946826644292192,0.976774220110415,0.958758503401361,0.999440690690691,0.984595366346981,0.932568027210884
"CHEMBL1738197",0.869718942343992,0.667321828588791,0.71668461826347,0.915696198707387,0.873094381260845,0.733581528007984,0.812208106466745,0.756399415604645,0.683526005685142,0.893647163957265,0.806287424906797,0.689745535592816,0.815784439812026,0.723980761208104,0.715542109378324
"CHEMBL698689",0.979087017588015,0.946583117736964,0.988130459284305,0.934046381414716,0.920575791729638,0.974086170240016,0.956462392163016,0.808092975400668,0.946583117736964,0.970514020998662,0.924284582938429,0.974086170240016,0.985178960844015,0.82036403767173,0.99429416737109
"CHEMBL2363707",0.41798224631551,0.719240150263957,0.79714666044476,0.588456356898239,0.670886257844396,0.904857594246139,0.74376542375922,0.722173662374737,0.780303527025663,0.517204845945132,0.524703964242504,0.804303289228582,0.610519951939906,0.686768687721795,0.839984936915883
"CHEMBL2363795",0.58049110776966,0.604697977746111,0.776585961011104,0.846412362634703,0.653554236139455,0.872520613760172,0.744014598040053,0.638201355140177,0.761616715467949,0.732339393266826,0.59573025219167,0.785363000507236,0.719065624516184,0.663937713679754,0.777804431265634
"CHEMBL3215176",0.409161068816241,0.360964912280702,0.406582125603865,0.361617328749682,0.369082869446203,0.633035714285714,0.490045698924731,0.275,0.572893772893773,0.659859943977591,0.421860410830999,0.774603174603175,0.400137085137085,0.202475061170713,0.651284584980237
"CHEMBL1614329",0.768634817363333,0.703788284998849,0.726818887947427,0.809767442343054,0.784621457627621,0.730771464210322,0.810861355318741,0.751057932903491,0.699721143539354,0.719384677435054,0.735938227008018,0.718410672589862,0.788372063645747,0.684649795453073,0.633617626096053
"CHEMBL1676103",0.986053031107379,0.932892391742482,0.922466052114492,0.987681956228152,0.953548144194366,0.880952273025801,0.980426574993107,0.955748306386887,0.896006147015173,0.952936229978648,0.744272009332688,0.899229768429755,0.98906118842635,0.943804491706602,0.93213551836049
"CHEMBL3214997",0.872716825927623,0.898106448459726,0.828700082865327,0.850930773896413,0.852545959694299,0.781447619939394,0.823742530748397,0.869054196118128,0.791534700949126,0.871732566773221,0.862038735057205,0.815136275317319,0.846563548946864,0.898029628171561,0.791825601704182
"CHEMBL2363695",0.528735527344949,0.73328493404516,0.729108990364975,0.76692483355378,0.697706324142546,0.889300315649645,0.788317663188076,0.747618033521988,0.813422080824042,0.797640313590559,0.795023065767642,0.788850424878799,0.774713823445056,0.7391946700729,0.945311950647628
"CHEMBL1794393",0.865734559336504,0.401632322109819,0.654094137265812,0.904738864383213,0.691765747291983,0.638920727550811,0.849198726819135,0.557583751792595,0.595809064636747,0.873943889677249,0.599077204969496,0.657559634971722,0.873392620231064,0.591057175226254,0.574740958204639
"CHEMBL1243975",0.691612411554076,0.783773470896149,0.715823412698413,0.633987299896772,0.769044551939289,0.915345418470419,0.447074526034945,0.627667410562147,0.908712121212121,0.531640335399515,0.589243565888303,0.928118235930736,0.481756090528962,0.431548112870675,0.956439393939394
"CHEMBL830839",1,0.999633666406163,0.998548104317335,1,1,1,1,1,1,1,0.999260218210317,1,1,1,1
"CHEMBL2363315",0.586413924693591,0.530667849336214,0.575898796107039,0.603651363271803,0.546302483584041,0.657338967269841,0.656693706585492,0.580095966435917,0.499255319173265,0.556797704452732,0.613196896321345,0.620976363461996,0.655538388432296,0.501180448589025,0.518026601902881
"CHEMBL1614117",0.705236450064338,0.808833886179908,0.921650528537255,0.779953525761065,0.919205196729797,0.996190577279329,0.681848898085313,0.816018888134743,0.982725680398326,0.656190982531674,0.851817017704049,0.968324461741728,0.651350126441075,0.869928043658585,0.965855839408969
"CHEMBL1737951",0.79388907751037,0.577326930866731,0.831074666899324,0.774588626028255,0.660861948527788,0.897215389505165,0.68525538789067,0.47563073761648,0.746593095945402,0.83846167737043,0.648374763027793,0.841471909416,0.611502335088587,0.484010468817237,0.753816596329512
"CHEMBL1614065",0.927214514800579,0.89760198261938,0.879644328423482,0.955580655018459,0.886634899743485,0.917082605082066,0.937214020372989,0.880311091137925,0.895818690546119,0.944482807414226,0.857131842933129,0.898661045301588,0.946795725656846,0.891845735851977,0.919155207176179
"CHEMBL1614393",0.627488307692297,0.559478685205226,0.578264730888382,0.808702282579116,0.761250199974956,0.661512992549121,0.820662042159709,0.790410253509538,0.730265563640447,0.760747185694603,0.73188253364432,0.69824961899194,0.814756303915975,0.716484147976336,0.757792534758583
"CHEMBL1613907",0.936329196223489,0.946553622238386,0.670785097255685,0.962160478797699,0.963613062113376,0.797489871012453,0.990383744131516,0.982936137095326,0.880878622783558,0.955933960574713,0.965468803325473,0.90386646478433,0.98865053965271,0.982112156089964,0.74653365690745
"CHEMBL1964010",0.24973405893467,0.404013879863578,0.290768033930971,0.169930469344666,0.385378868013676,0.239061603112878,0.175978911467584,0.276057139865483,0.203951014299135,0.155883427920167,0.295354555375386,0.14348119876339,0.184732510517845,0.334004917110541,0.204246270946287
"CHEMBL2098499",0.423259713537491,0.677374876660541,0.60518286302466,0.406080752036634,0.666506509439081,0.615005416266795,0.342842993214593,0.685630619588801,0.550303289195853,0.297770769180616,0.426724261594484,0.564575638808606,0.362720959262142,0.697694055928351,0.548909266283717
"CHEMBL1963940",0.974924627944029,0.960078855862163,0.990955892500433,0.995718374624625,0.992788459927585,0.991466956041391,0.977230156393699,0.965861600838149,0.995582845577979,0.996116733556509,0.979969001384986,0.995394069051837,0.993458041207685,0.987261984689396,0.990965316551848
"CHEMBL2363737",0.67829139661939,0.585329493909566,0.759967130181209,0.697713416181004,0.708402087845036,0.758935909486701,0.725368948980737,0.634015443388212,0.796457436817733,0.665182258587205,0.701511543687567,0.74094594826142,0.744500571462169,0.735155264523743,0.817564154178186
"CHEMBL641707",0.813710834356516,1,0.963333333333333,0.830968978731506,1,0.918333333333333,0.794762572901482,1,1,0.881606282434456,1,0.963333333333333,0.732233945983944,1,0.963333333333333
"CHEMBL653167",0.990465367965368,0.998252763659836,0.996502909487674,0.98639649061379,0.999122521348965,1,0.995346320346321,0.9983145598665,0.988848826935073,0.919171394480992,0.982421260274311,0.983369140026209,0.99499373433584,0.9983145598665,0.99163879253962
"CHEMBL2303649",0.751428571428571,0.575178062678063,0.94375,0.885454545454545,0.565727328227328,1,0.663626373626374,0.342223054723055,0.579166666666667,0.885454545454545,0.512463924963925,0.579166666666667,0.507047397047397,0.378718272468272,0.579166666666667
"CHEMBL830842",0.986099705358765,0.97263173882389,0.971122483935913,0.966676322981761,0.967204529844853,0.937501272074605,0.943783216046602,0.895561080687795,0.886496063658365,0.995204543929491,0.977930541434037,0.922865822725534,0.937194682636136,0.933065079940517,0.941808676382009
"CHEMBL1963930",0.951176952913096,1,0.98149154937137,0.967385310699285,0.997968400003697,0.969305665474894,0.959335802649777,0.999444367262511,0.987054156468988,0.9740726946965,0.994929497836283,0.989820071378571,0.966017849398443,0.990257282897155,0.995831831365866
"CHEMBL3215006",0.35266709560733,0.346642339996083,0.53317464551611,0.593885421248192,0.703880149966877,0.663256631013718,0.398029818746738,0.604460680636436,0.580824742695652,0.561633625884824,0.675249709316108,0.665134829665471,0.367346518972241,0.65148928908297,0.459259200894307
"CHEMBL1614215",0.72501569326387,0.603348450440444,0.565948215274666,0.756376021502303,0.574495153973987,0.515155822802829,0.741917194386785,0.43983886053528,0.46349921702666,0.683012871483531,0.660071053597943,0.533479198014986,0.704211015702897,0.438752030601258,0.451166865229007
"CHEMBL1963813",0.368003315003684,0.428423339504511,0.268467867025315,0.445396764348094,0.58480738624121,0.546139500815245,0.62431874893476,0.467691555788982,0.456913671039268,0.583164986943605,0.469209322190142,0.382916145544496,0.564715620522907,0.400438531376031,0.520938737563991
"CHEMBL2114839",0.740424360359237,0.882367625305195,0.835122119351413,0.74409358013154,0.803595688243712,0.843021641012674,0.689606438672471,0.832557121990272,0.797826943354113,0.752823198600131,0.761899650738504,0.809121634740806,0.761656687044115,0.843310568493468,0.83170074832145
"CHEMBL1738362",0.889104778877327,0.94744349509713,0.93570027841566,0.875244506189006,0.992352883957453,0.990135530680233,0.86975095888339,0.970145335735548,0.983552921918351,0.858958286596436,0.978833506805229,0.973179997575403,0.872142031629463,0.974862435182707,0.982361393764778
"CHEMBL2114742",0.74569320332558,0.81136908773838,0.813049471846547,0.719960914061246,0.869340395465648,0.737055847596223,0.749780970971403,0.865859420161081,0.709787703360461,0.781114106410607,0.827868076314414,0.668823312690261,0.797084367423934,0.911877194945212,0.753638932380038
"CHEMBL1613897",0.841208542726886,0.722007433871587,0.723244740336339,0.882426250773691,0.805977841463461,0.756318596617632,0.912028711861905,0.800280454588876,0.779550088931294,0.843723948391366,0.872796851747608,0.720262011929962,0.907884234487605,0.872350416493156,0.755395594918862
"CHEMBL1614092",0.74267768046188,0.565748012465313,0.655085825136506,0.794220408370382,0.796912630253145,0.749384202755274,0.732150957195725,0.593538849691891,0.636023903885072,0.784022678357297,0.722938482418587,0.606032706847004,0.813508448241662,0.690848990613903,0.648297900258864
"CHEMBL2354305",0.916665820339034,0.879236602516518,0.982489818386729,0.916606285556218,0.884579307428216,0.931097764530559,0.949480355737963,0.951474058550006,0.975010087357853,0.905329331050555,0.928853322240871,0.984197829528163,0.933429160515819,0.9147007486495,0.980073143793428
