,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
277,CHEMBL610794,CHEMBL1072073,604302,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,181.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccccc2
278,CHEMBL598399,CHEMBL1072073,604303,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,48.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(cc2)C#N
279,CHEMBL591465,CHEMBL1072073,604356,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,116.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(F)cc2
280,CHEMBL598606,CHEMBL1072073,604357,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,44.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(Cl)cc2
281,CHEMBL598810,CHEMBL1072073,604358,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,18.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(Br)cc2
282,CHEMBL597577,CHEMBL1072073,604359,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,12.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc(Cn2cncc2CCCO)cc1
283,CHEMBL463582,CHEMBL1072073,512184,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,4.8,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2cncc2c3ccccc3
284,CHEMBL597578,CHEMBL1072073,604360,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,28.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(Cn2cncc2c3ccccc3)cc1
285,CHEMBL610501,CHEMBL1072073,604361,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,16.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(Cn2cncc2c3ccccc3)cc1
286,CHEMBL597101,CHEMBL1072073,604426,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,25.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(Cn2cncc2c3ccccc3)cc1
287,CHEMBL597173,CHEMBL1072073,604427,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,7.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc(Cn2cncc2c3ccccc3)cc1
288,CHEMBL591697,CHEMBL1072073,604428,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,11.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc(Cn2cncc2c3ccccc3)cc1
289,CHEMBL599222,CHEMBL1072073,604429,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,213.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)OCc1cncn1Cc2ccc(cc2)C#N
290,CHEMBL591698,CHEMBL1072073,604430,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,48.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)c1cncn1Cc2ccc(cc2)C#N
291,CHEMBL162496,CHEMBL1072073,271128,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,141.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1cncn1Cc2ccc(cc2)C#N
292,CHEMBL599223,CHEMBL1072073,604431,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,73.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Brc1cncn1Cc2ccc(cc2)C#N
293,CHEMBL611680,CHEMBL1072073,604432,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,478.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,O=Cc1cncn1Cc2ccc(cc2)C#N
294,CHEMBL599601,CHEMBL1072073,604514,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,285.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCc1cncn1Cc2ccc(cc2)C#N
295,CHEMBL599602,CHEMBL1072073,604515,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,307.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(Cn2cncc2c3ccncc3)cc1
296,CHEMBL599603,CHEMBL1072073,604516,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,20.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccccc1c2cncn2Cc3ccc(cc3)C#N
297,CHEMBL610513,CHEMBL1072073,604517,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,5.7,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1ccccc1c2cncn2Cc3ccc(cc3)C#N
298,CHEMBL598789,CHEMBL1072073,604518,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,32.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1cccc(c1)c2cncn2Cc3ccc(cc3)C#N
299,CHEMBL607862,CHEMBL1072073,604519,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,6.2,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1cccc(c1)c2cncn2Cc3ccc(cc3)C#N
300,CHEMBL598790,CHEMBL1072073,604520,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,27.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cc1)c2cncn2Cc3ccc(cc3)C#N
301,CHEMBL607567,CHEMBL1072073,604575,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,130.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(cc1)c2cncn2Cc3ccc(cc3)C#N
302,CHEMBL287677,CHEMBL1072073,41838,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,119.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(cc1)[C@H]2CCCc3cncn23
303,CHEMBL31215,CHEMBL1072073,42899,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,40.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(cc1)[C@@H]2CCCc3cncn23
304,CHEMBL681,CHEMBL1072073,29090,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,0.5,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,CCOC(=O)c1cncn1[C@H](C)c2ccccc2
305,CHEMBL14192,CHEMBL1072073,13402,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,602.56,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2ccnc2
306,CHEMBL349822,CHEMBL1072073,271037,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,371.54,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(Cn2ccnc2)cc1
307,CHEMBL377770,CHEMBL1072073,354101,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,489.78,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(Cn2ccnc2)cc1
308,CHEMBL441367,CHEMBL1072073,354102,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1000.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(Cn2ccnc2)cc1
309,CHEMBL211207,CHEMBL1072073,354132,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,208.93,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc(Cn2ccnc2)cc1
310,CHEMBL590987,CHEMBL1072073,604220,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,691.83,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCc1ccc(Cn2ccnc2)cc1
311,CHEMBL598389,CHEMBL1072073,604221,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,234.42,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Nc1ccc(Cn2ccnc2)cc1
312,CHEMBL163922,CHEMBL1072073,270583,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1000.0,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1cccc(Cn2ccnc2)c1
313,CHEMBL598390,CHEMBL1072073,604222,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,204.17,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1cccc(Cn2ccnc2)c1
314,CHEMBL608437,CHEMBL1072073,604223,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,151.36,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Clc1cccc(Cn2ccnc2)c1
315,CHEMBL598391,CHEMBL1072073,604224,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,144.54,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Brc1cccc(Cn2ccnc2)c1
316,CHEMBL597368,CHEMBL1072073,604225,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,204.17,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCc1cccc(Cn2ccnc2)c1
317,CHEMBL597369,CHEMBL1072073,604226,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,389.05,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Nc1cccc(Cn2ccnc2)c1
318,CHEMBL608140,CHEMBL1072073,604227,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,323.59,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)CCc1cncn1Cc2ccccc2
319,CHEMBL591229,CHEMBL1072073,604297,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,30.9,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)CCc1cncn1Cc2ccc(cc2)C#N
320,CHEMBL599622,CHEMBL1072073,604298,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,104.71,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)CCc1cncn1Cc2ccc(F)cc2
321,CHEMBL599623,CHEMBL1072073,604299,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,123.03,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)CCc1cncn1Cc2ccc(Cl)cc2
322,CHEMBL592614,CHEMBL1072073,604300,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,57.54,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)CCc1cncn1Cc2ccc(Br)cc2
323,CHEMBL599624,CHEMBL1072073,604301,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,112.2,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)CCc1cncn1Cc2ccc(OC)cc2
324,CHEMBL610794,CHEMBL1072073,604302,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,181.97,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccccc2
325,CHEMBL598399,CHEMBL1072073,604303,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,47.86,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(cc2)C#N
326,CHEMBL591465,CHEMBL1072073,604356,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,114.82,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(F)cc2
327,CHEMBL598606,CHEMBL1072073,604357,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,43.65,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(Cl)cc2
328,CHEMBL598810,CHEMBL1072073,604358,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,18.2,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCCCc1cncn1Cc2ccc(Br)cc2
329,CHEMBL597577,CHEMBL1072073,604359,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,12.02,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc(Cn2cncc2CCCO)cc1
330,CHEMBL463582,CHEMBL1072073,512184,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,4.786,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2cncc2c3ccccc3
331,CHEMBL597578,CHEMBL1072073,604360,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,28.18,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(Cn2cncc2c3ccccc3)cc1
332,CHEMBL610501,CHEMBL1072073,604361,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,15.85,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(Cn2cncc2c3ccccc3)cc1
333,CHEMBL597101,CHEMBL1072073,604426,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,25.12,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(Cn2cncc2c3ccccc3)cc1
334,CHEMBL597173,CHEMBL1072073,604427,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,7.079,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc(Cn2cncc2c3ccccc3)cc1
335,CHEMBL591697,CHEMBL1072073,604428,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,10.96,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc(Cn2cncc2c3ccccc3)cc1
336,CHEMBL599222,CHEMBL1072073,604429,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,213.8,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)OCc1cncn1Cc2ccc(cc2)C#N
337,CHEMBL591698,CHEMBL1072073,604430,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,47.86,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,COC(=O)c1cncn1Cc2ccc(cc2)C#N
338,CHEMBL162496,CHEMBL1072073,271128,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,141.25,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1cncn1Cc2ccc(cc2)C#N
339,CHEMBL599223,CHEMBL1072073,604431,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,72.44,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Brc1cncn1Cc2ccc(cc2)C#N
340,CHEMBL611680,CHEMBL1072073,604432,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,478.63,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,O=Cc1cncn1Cc2ccc(cc2)C#N
341,CHEMBL599601,CHEMBL1072073,604514,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,281.84,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,OCc1cncn1Cc2ccc(cc2)C#N
342,CHEMBL599602,CHEMBL1072073,604515,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,309.03,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(Cn2cncc2c3ccncc3)cc1
343,CHEMBL599603,CHEMBL1072073,604516,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,19.95,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccccc1c2cncn2Cc3ccc(cc3)C#N
344,CHEMBL610513,CHEMBL1072073,604517,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,5.754,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1ccccc1c2cncn2Cc3ccc(cc3)C#N
345,CHEMBL598789,CHEMBL1072073,604518,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,32.36,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1cccc(c1)c2cncn2Cc3ccc(cc3)C#N
346,CHEMBL607862,CHEMBL1072073,604519,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,6.166,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1cccc(c1)c2cncn2Cc3ccc(cc3)C#N
347,CHEMBL598790,CHEMBL1072073,604520,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,26.92,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cc1)c2cncn2Cc3ccc(cc3)C#N
348,CHEMBL607567,CHEMBL1072073,604575,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,128.82,nM,IC50,,49631,76,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(cc1)c2cncn2Cc3ccc(cc3)C#N
349,CHEMBL1172882,CHEMBL1177585,650065,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,342.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,Oc1cccc(c1)c2ccc(Cc3ccncc3)cc2
350,CHEMBL1173259,CHEMBL1177585,650886,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,3100.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=C(c1ccncc1)c2ccc(cc2)c3cccc(O)c3)C
351,CHEMBL1173260,CHEMBL1177585,650887,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,351.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1F)c2ccc(Cc3ccncc3)cc2
352,CHEMBL1173335,CHEMBL1177585,650889,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,2000.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=C(c1ccncc1)c2ccc(cc2)c3ccc(O)c(F)c3)C
353,CHEMBL1172779,CHEMBL1177585,650964,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1O)c2ccc(Cc3ccncc3)cc2
354,CHEMBL1172847,CHEMBL1177585,650965,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,37470.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=C(c1ccncc1)c2ccc(cc2)c3ccc(O)c(O)c3)C
355,CHEMBL1171987,CHEMBL1177585,650720,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,287.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,Nc1cccc(c1)c2ccc(Cc3ccncc3)cc2
356,CHEMBL1173326,CHEMBL1177585,650721,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,7300.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=C(c1ccncc1)c2ccc(cc2)c3cccc(N)c3)C
357,CHEMBL1171991,CHEMBL1177585,650766,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,7180.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=C(c1ccncc1)c2ccc(cc2)c3ccc(N)c(N)c3)C
358,CHEMBL1172842,CHEMBL1177585,650767,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,5060.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=C(c1ccncc1)c2ccc(cc2)c3ccc4cc(O)ccc4c3)C
359,CHEMBL157101,CHEMBL1177585,255904,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,127.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
360,CHEMBL254328,CHEMBL1177585,422175,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1610.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c5cccnc5
361,CHEMBL1173327,CHEMBL1177585,650722,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,502.0,nM,IC50,,51866,76,PROTEIN,SINGLE PROTEIN,9,Nc1ccc(cc1N)c2ccc(Cc3ccncc3)cc2
362,CHEMBL1209476,CHEMBL1211864,683279,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,26.1,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(Cc3ccc(F)cc3)S1(=O)=O
363,CHEMBL1209553,CHEMBL1211864,683357,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,50.2,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(Cc3ccc(Cl)cc3)S1(=O)=O
364,CHEMBL1209554,CHEMBL1211864,683358,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,103.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(Cc3ccccc3)S1(=O)=O
365,CHEMBL1209555,CHEMBL1211864,683359,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,544.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(Cc3ccc(OC(F)(F)F)cc3)S1(=O)=O
366,CHEMBL1209556,CHEMBL1211864,683360,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,566.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(Cc3ccc(cc3)C(F)(F)F)S1(=O)=O
367,CHEMBL1209557,CHEMBL1211864,683361,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,930.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(C3CC3)S1(=O)=O
368,CHEMBL1209558,CHEMBL1211864,683362,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,122.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(CC3CC3)S1(=O)=O
369,CHEMBL1209623,CHEMBL1211864,683428,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,55.7,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(Cc3cccs3)S1(=O)=O
370,CHEMBL1209624,CHEMBL1211864,683429,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,119.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN(C3(CC3)c4ccc(Cl)cc4)S1(=O)=O
371,CHEMBL1209625,CHEMBL1211864,683430,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,76.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN([C@@H](C)c3ccc(Cl)cc3)S1(=O)=O
372,CHEMBL1209626,CHEMBL1211864,683431,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,204.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)CC1n2cncc2CN([C@H](C)c3ccc(Cl)cc3)S1(=O)=O
373,CHEMBL1209627,CHEMBL1211864,683432,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,471.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,C[C@H](N1Cc2cncn2C(CC(C)(C)O)S1(=O)=O)c3ccc(Cl)cc3
374,CHEMBL1209628,CHEMBL1211864,683433,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,340.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,C[C@H](N1Cc2cncn2C(CC3(C)COC3)S1(=O)=O)c4ccc(Cl)cc4
375,CHEMBL1209693,CHEMBL1211864,683498,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,20.6,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,COC(C)(C)CC1n2cncc2CN([C@@H](C)c3ccc(Cl)cc3)S1(=O)=O
376,CHEMBL1209694,CHEMBL1211864,683499,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,222.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,CC(C)OCC1n2cncc2CN([C@@H](C)c3ccc(Cl)cc3)S1(=O)=O
377,CHEMBL1208801,CHEMBL1211864,683500,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,245.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,C[C@H](N1Cc2cncn2C(CC3CC3)S1(=O)=O)c4ccc(Cl)cc4
378,CHEMBL1209695,CHEMBL1211864,683501,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,234.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,C[C@H](N1Cc2cncn2C(C[C@@H](O)c3ccccc3)S1(=O)=O)c4ccc(Cl)cc4
379,CHEMBL1209696,CHEMBL1211864,683502,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,182.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,C[C@H](N1Cc2cncn2C(C[C@H](O)c3ccccc3)S1(=O)=O)c4ccc(Cl)cc4
380,CHEMBL287677,CHEMBL1211864,41838,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,9.9,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(cc1)[C@H]2CCCc3cncn23
381,CHEMBL1209775,CHEMBL1211864,683581,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,2.0,nM,IC50,,51996,76,PROTEIN,SINGLE PROTEIN,9,O=C1C(c2ccc(cc2)C#N)n3cncc3CN1Cc4ccccc4
382,CHEMBL1215664,CHEMBL1219276,687531,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,251.0,nM,IC50,,52270,76,PROTEIN,SINGLE PROTEIN,9,OC(c1ccncc1)c2ccc(cc2)c3ccc(O)cc3
383,CHEMBL1215665,CHEMBL1219276,687532,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,522.0,nM,IC50,,52270,76,PROTEIN,SINGLE PROTEIN,9,Nc1ccc(cc1)c2ccc(Cc3ccncc3)cc2
384,CHEMBL1171987,CHEMBL1219276,650720,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,287.0,nM,IC50,,52270,76,PROTEIN,SINGLE PROTEIN,9,Nc1cccc(c1)c2ccc(Cc3ccncc3)cc2
385,CHEMBL1173327,CHEMBL1219276,650722,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,902.0,nM,IC50,,52270,76,PROTEIN,SINGLE PROTEIN,9,Nc1ccc(cc1N)c2ccc(Cc3ccncc3)cc2
