training set:,,,,,,,,,,,,,,,,,,
ordera,logBB_exp,logBB_mlr,logBB_svm,logBB_ann,HDon_N,XlogP,TPSA,RDF_PiChg_13,RDF_PiChg_33,RDF_PiChg_46,RDF_PiChg_58,RDF_TotChg_110,RDF_TotChg_121,RDF_SigEN_25,RDF_PiEN_37,RDF_PiEN_56,RDF_PiEN_93,RDF_Polariz_38
268,-1.12,-0.8328,-0.84,-0.811,1,1.15895,86.59,-0.315119,-1.98E-07,0.0052298,0,-0.013509,0.0122225,921.073,66.7557,0.666814,52.419,400.321
270,0.375,0.568,0.6183,0.778,0,2.24E+00,0,0,0.025282,0,0,0,0,41.0017,0,0,0,0
271,0.548,0.7392,0.7441,0.778,2,4.31763,29.26,0.0005258,-0.000134,-0.002624,0.0004971,0.0009778,0,1108.37,151.053,65.9661,0.0028423,381.084
272,-1.89,-1.9076,-1.84,-1.82,3,-2.55433,219.93,-0.018034,-0.014821,-0.015708,0.0111781,0.203056,-0.239086,2371.45,299.534,135.133,215.712,914.668
274,0.18,0.4194,0.3773,0.462,0,4.62611,40.62,-0.002069,6.50E-05,-0.010095,0.0001974,0,0,2267.49,194.873,39.3062,1.31421,1290.72
277,1.44,1.0353,0.9346,0.943,0,4.8406,9.72,0.0012472,6.47E-05,0.0008027,0.0002061,0.0004983,0.000264,2602.11,225.111,35.8272,15.9471,1440.13
279,-0.1603,0.5641,0.5077,0.554,2,1.83007,43.95,0.0217343,0,-2.00E-06,-0.005588,-0.000105,-0.011873,1239.61,0,14.5195,0,446.228
281,0.6,0.3238,0.3523,0.155,0,1.98746,0,-7.36E-06,0.0054852,0,0,0,0,0,0,0,0,0
285,0.2,0.0502,0.0557,-0.048,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0
286,-0.38,-0.3115,-0.2878,-0.355,0,1.03991,53.01,0.0220916,0,-0.003069,-0.007416,0,0,1238.92,125.089,3.98108,0,338.637
287,0.05,0.3879,0.3705,0.217,0,2.66273,26.07,0.0394974,0,-3.06E-08,0,0,0,1328.02,106.933,0,0,316.516
290,-1.17,-0.5248,-0.4582,-0.574,3,1.20907,83.72,-0.012349,2.26E-05,0.0018622,-0.011043,0,0,921.274,198.648,22.0426,0,363.936
291,0.23,0.4969,0.431,0.559,0,1.7292,0,2.08E-06,0,-4.00E-10,5.81E-08,0,0,1936.46,243.017,62.9602,0,1540.96
292,0.16,0.4613,0.4877,0.545,0,3.33083,0,-3.66E-05,0,0,0,0,0,293.706,0,0,0,320.345
293,0.2575,0.4358,0.4569,0.424,0,2.89366,0,-8.96E-05,0,0,0,0,0,245.588,0,0,0,196.245
297,0.337,0.4048,0.4212,0.221,0,2.4565,0,-2.48E-05,0,0,0,0,0,197.989,0,0,0,86.115
298,0.43,0.7222,0.7343,0.924,0,3.84569,0,1.14E-07,0,0,0,0,0,557.065,0,0,0,207.85
301,-0.03,-0.4221,-0.3662,-0.435,0,-0.115002,43.6,0.0371982,0,0,0,0,0,480.522,0,0,0,3.26612
302,0.53,0.6049,0.6104,0.847,0,2.93361,19.37,-0.00714,-2.01E-06,2.07E-05,-4.64E-05,0,0,1708.59,84.2939,77.1086,0,1148.58
304,-0.575,-0.2933,-0.2952,-0.314,2,-0.37192,43.32,-0.0044,-0.000233,6.90E-05,0,0,0,493.423,97.4256,3.07604,0,173.973
305,0.236,0.1736,0.1718,0.147,0,1.11112,16.13,-0.003875,0,0,0,0,0,696.922,9.9347,0,0,330.64
306,-0.06,0.1961,0.2037,0.137,0,0.782112,16.13,-0.003731,0,0,0,0,0,654.735,3.56993,9.72113,0,190.04
307,-0.34,0.1207,0.113,0.0135,1,0.533461,24.92,-0.003731,0,0,0,0,0,527.404,3.39085,9.23338,0,167.933
310,0,0.3455,0.3654,0.411,2,4.18428,52.05,-0.000982,-9.69E-05,0.0003344,0.0001943,0,0,1368.69,234.885,225.026,11.9061,1039.19
311,-0.04,-0.3932,-0.3432,-0.534,4,-1.01353,77.29,-0.021036,1.54E-06,0.002068,-2.24E-06,0,0,583.445,54.8948,23.6945,0,115.066
313,-0.25,-0.1726,-0.1661,-0.259,0,2.03473,63.91,-0.03016,-0.009282,0.0165187,0.0119116,5.12E-05,0,1804.79,218.245,77.4216,0,684.063
314,0.14,0.6932,0.6147,0.629,1,4.22546,37.39,-0.007031,-3.04E-08,-2.03E-05,2.28E-07,0.0442477,-0.026677,2059.51,187.5,12.6852,7.59252,997.462
315,-1.54,-2.0456,-1.7362,-1.68,6,0.735166,137.5,-0.089395,-0.070527,-0.039274,0.0223888,0.0404773,0,1916.75,313.012,71.9727,80.4009,681.855
318,-0.82,-0.9007,-0.8055,-1.09,6,-0.289318,137.5,-0.095952,-0.072041,-0.023675,6.24E-06,0.154661,-0.116502,1272.16,69.4272,36.3587,18.3289,280.551
319,-0.42,-0.1868,-0.2,-0.193,2,-0.491604,38.91,-0.004083,0,0,0,0,0,305.37,3.46322,0.0009934,0,120.074
320,0.44,0.2597,0.2394,0.31,1,2.88214,37.39,-0.00533,0,5.22E-07,3.29E-07,0.0265956,-0.007012,1465.37,97.7334,4.11703,7.82222,772.905
test set:,,,,,,,,,,,,,,,,,,
5,0.35,0.5032,0.5224,0.569,0,3.10294,0,0,0,0,0,0,0,241.013,9.20944,0.0025847,0,50.8621
6,0.27,0.5546,0.5643,0.712,0,2.82872,0,0,0,0,0,0,0,335.957,0.398758,0.0026465,0,21.5994
10,-0.55,-0.154,-0.0878,-0.103,0,4.43481,43.86,-0.02387,-1.49E-06,-0.003583,-0.000238,-0.001792,0.0539064,2564.08,196.867,110.087,91.9735,988.347
12,-0.01,-0.0403,0.0186,0.256,0,5.20228,43.86,-0.023843,-1.49E-06,-0.00358,-0.000238,-0.001885,0.053976,2696.07,196.901,110.095,92.1198,1106.48
17,-0.06,0.2833,0.2996,0.122,0,1.78066,0,-6.21E-05,0,0,0,0,0,59.6585,0,0,0,0
22,0.97,0.6115,0.6347,0.817,0,3.65964,0,0,0,0,0,0,0,279.312,0,0,0,26.8707
25,0.6873,0.6635,0.6949,0.885,0,4.23962,0,0,0,0,0,0,0,280.061,0,0,0,57.8457
26,0.74,0.7248,0.7549,0.915,0,4.46218,0,-2.95E-05,0,0,0,0,0,347.037,0,0,0,65.8538
27,0.86,0.6986,0.7256,0.894,0,4.21261,0,0,0,0,0,0,0,335.775,0,0,0,45.8746
30,0.52,0.8366,0.8771,0.962,0,5.34555,0,0,0,0,0,0,0,392.928,0,0,0,98.4284
31,0.96,0.747,0.7809,0.931,0,4.5012,0,-2.95E-05,0,0,0,0.0069661,0,459.906,0,0,0,107.334
33,0.665,0.8045,0.8343,0.957,0,4.83161,0,0,0,0,0,4.99E-07,0,449.362,0,0,0,119.397
34,1.05,0.8716,0.9076,0.969,0,5.31854,0,0,0,0,0,0,0,448.643,0,0,0,86.8696
35,1.02,0.9687,0.9822,0.989,0,4.89564,0,0,0,0,0,0,0,682.062,0,0,0,75.0502
40,0.96,0.7341,0.7481,0.885,0,3.84374,0,0,0,0,0,0,0,452.496,0,0,0,29.4002
41,0.61,0.9817,0.9821,0.963,0,4.4684,0,0,0,0,0,0,0,795.2,0,0,0,91.8444
42,0.305,0.1895,0.2048,0.0713,0,1.25631,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0297,0.324,0.3511,0.172,0,2.46858,0,0,0,0,0,0,0,0.0325917,0,0,0,0
45,0.37,0.3884,0.4209,0.354,0,3.00177,0,0.0004237,2.11E-05,7.11E-08,0,0,0,8.84678,0,0,0,0
47,0.2063,0.2789,0.2922,0.111,0,1.78227,9.23,0,0,0,0,0,0,333.25,0.0031552,0,0,36.5935
49,0.2437,0.2797,0.3026,0.138,0,2.0693,0,0,0,0,0,0,0,0,0,0,0,0
50,0.19,0.5836,0.5655,0.57,0,2.10121,9.23,0,0,0,0,0,0,833.492,22.5004,0.942553,0,29.2665
52,-0.1613,0.35,0.3634,0.162,0,1.97527,0,0,0,0,0,0,0,135.724,0.0030212,0,0,0.244453
56,-0.226,0.2165,0.2341,0.0865,0,1.50044,0,0,0,0,0,0,0,0,0,0,0,0
57,0.24,0.5836,0.5655,0.57,0,2.10121,9.23,0,0,0,0,0,0,833.492,22.5004,0.942553,0,29.2665
58,0.42,0.3299,0.3339,0.159,0,2.0862,9.23,0,0,0,0,0,0,477.248,46.9152,0,0,33.3965
60,-0.02,0.3124,0.321,0.146,0,1.57011,0,-0.000311,0,0,0,0,0,147.651,0.0047687,0,0,0.270054
62,0.04,0.3016,0.3262,0.169,0,2.24787,0,0.0001156,0,3.88E-08,0,0,0,3.72364,0,0,0,0
66,-1.34,-1.3695,-1.3752,-1.32,0,1.99399,96.76,-0.044986,0.0022095,-0.034656,0.0888495,-0.003708,0.0181675,2015.06,255.794,229.426,97.8886,863.453
67,-1.82,-1.745,-1.7583,-1.61,0,0.86045,116.99,-0.044904,0.0022076,-0.034647,0.0885344,-0.003998,0.0072163,2138.71,263.836,238.166,122.324,907.16
74,0,-0.006,-0.0199,-0.0435,1,2.15016,49.41,-0.024352,-0.013867,0.0008433,0.0110356,0,0,1670.76,260.055,85.9309,0,641.729
82,0.0293,0.1578,0.1885,0.264,0,4.94245,42.55,0.0365183,-0.003435,0.0046043,-0.003901,0,0,1724.65,244.523,95.4663,0,1296
86,0.5,0.4908,0.5003,0.517,1,2.78038,41.46,-0.034702,0.0150589,0.0059553,-0.003105,0,0,1626.34,184.83,102.783,0,1029.45
89,0.39,0.1889,0.1877,0.263,0,2.76015,35.94,-1.28E-05,-8.90E-06,-5.95E-05,-5.84E-07,0.0052234,-0.009647,1668.63,20.3361,38.9922,25.6589,1405.32
92,0.11,0.1747,0.1557,0.188,2,2.59204,36.42,-0.005666,-0.010542,-0.004882,-0.001125,0,0,694.04,96.7261,14.123,0,140.004
94,0.44,0.3304,0.3501,0.392,1,3.47875,61.69,-0.036318,0.0157965,0.007441,-0.00219,0,0,1826.25,185.89,111.104,0,1153.22
96,0.57,0.6318,0.707,0.778,0,4.66028,43.07,0.0320377,-0.005981,0.0208672,0.0051602,0,0,1661.08,46.7723,150.653,0,1047.69
98,0.1333,0.2817,0.2971,0.113,0,2.21649,9.23,-0.00045,0,0,0,0,0,324.672,33.5341,0,0,14.2057
99,0.11,0.4461,0.4344,0.332,0,1.94524,9.23,0,0,0,0,0,0,686.228,45.0561,0,0,22.5563
104,-0.301,-0.0372,0.0556,0.294,0,4.32646,40.46,-0.000341,0,0,0,0.0829533,0,1858.96,73.4627,0,15.314,1091.37
105,-0.05,-0.003,0.0044,-0.0597,0,1.14566,23.55,-0.003062,-0.003046,0.0049456,-0.000462,0,0,1008.83,219.375,32.8233,0,299.748
107,-0.24,-0.3105,-0.2358,-0.247,0,1.31838,63.64,-0.29228,-8.01E-06,0.0135754,0,0,0,563.508,127.732,92.9765,0,124.333
108,-0.095,-0.312,-0.327,-0.434,0,2.28569,63.91,-0.023328,0.0014907,0.0042973,0.0455592,-1.82E-05,0,1812.21,294.736,135.606,27.184,721.954
110,-0.14,-0.3202,-0.3412,-0.416,0,2.58552,63.91,-0.023657,0.0014866,0.0043673,0.0453502,-8.64E-05,0,1834.21,311.416,143.403,27.1937,828.148
112,-0.02,-0.2063,-0.2774,-0.355,0,2.42552,61.94,-0.028455,-0.001863,0.0003849,-0.001025,0.0110878,-0.017782,2341.25,200.957,44.7655,71.0807,1300.69
114,0.46,-0.2422,-0.1781,-0.136,0,3.63935,43.86,-0.024275,-1.43E-06,-0.004002,0.0005491,-0.001752,0.0544579,2555.04,197.446,110.213,90.5944,963.273
115,0.26,0.0169,0.0893,0.238,1,3.49925,52.65,-0.024336,-1.43E-06,-0.004005,0.0005498,-0.006932,0.0576212,2463.57,197.296,110.203,29.5348,791
120,1.01,0.9194,0.9371,0.996,0,5.41291,6.48,-2.83E-05,-6.92E-08,-1.21E-05,0,0.0028994,0.0077161,1253.57,42.0292,0,0.0010049,500.441
129,0.99,0.5598,0.57,0.738,0,3.47192,6.48,-0.000272,-1.18E-05,7.10E-05,-3.71E-05,0,0,1461.31,76.2491,51.8195,0,1477.54
132,0.93,0.3563,0.3191,0.342,2,1.78275,26.02,-1.50E-06,0,0,0,0,0,453.302,0.0010206,0,0,145.13
137,0.12,-0.1046,-0.0728,0.0252,0,0.992802,26.3,-0.014908,0,0,0,0,0,313.403,0,0,0,68.2098
139,0.277,-0.018,0.0139,0.0651,0,1.54577,26.3,-0.014908,0,0,0,0,0,371.696,0,0,0,91.0349
140,0.4,0.0681,0.1007,0.0419,0,2.09873,26.3,-0.014908,0,0,0,0,0,428.311,0,0,0,112.75
145,0.27,-0.0359,-0.0429,-0.0303,2,1.57374,52.32,-0.01712,-5.33E-07,0.0001383,0.002895,0,0,862.192,99.1446,8.67047,0,275.068
147,0.42,0.1021,0.0895,0.171,2,2.46628,52.32,-0.017117,-5.33E-07,0.0001383,0.0028947,0.0002772,0,985.76,99.1477,8.67035,0,355.365
149,0.6,0.2256,0.1694,0.0737,0,2.3047,55.84,-0.028785,-0.001646,-0.005461,5.00E-05,0,0,2200.36,74.8589,0.984132,0,799.296
154,0.17,0.3546,0.3568,0.221,0,1.65926,9.23,0,0,0,0,0,0,488.853,0,0,0,44.8243
156,-0.64,0.0413,-0.0426,-0.15,1,4.41588,72.74,-0.028865,7.78E-05,0.0005874,6.05E-05,-0.081973,0.0151732,2114.26,342.59,81.3104,13.8522,1259.62
159,0.4933,0.6397,0.6911,0.562,0,3.19934,28.6,-0.00732,0.0002278,-0.002278,0.000565,0,0,1249.32,120.55,209.626,0.0013261,499.49
161,-1.3,-1.8786,-1.7261,-1.68,2,1.28309,88.5,-0.03251,-0.006659,-0.043184,0.0125815,0.0602205,0.0109664,1698.58,135.981,93.4869,213.002,750.877
164,-0.135,-0.1016,-0.1167,-0.112,2,1.99231,57.28,0.0001003,-0.001524,0.0029673,0,0.0001668,0.0001095,1211.69,172.405,0.284795,0.253486,531.702
166,0.28,0.0752,0.0694,0.0437,1,2.21082,41.49,-0.000467,0,0,0,0.0018675,0.0006899,1002.71,75.0392,0,0,407.01
171,-0.24,0.3388,0.3035,0.443,1,4.0779,41.57,-0.016814,-4.74E-07,-3.25E-06,2.65E-07,0.0130312,0.0019463,1858.17,125.307,4.11703,30.9793,895.938
176,-0.482,-0.5011,-0.4224,-0.45,1,-0.743425,78.87,-0.035333,-0.002176,0.0318396,2.67E-06,0,0,957.407,36.2143,35.5764,0,246.729
180,-0.72,-0.7574,-0.5824,-1.04,1,-1.30267,121.12,-0.78509,-0.002304,-0.09671,-0.360711,0,0,1301.01,27.7562,7.83978,0.561329,374.304
181,-0.35,-0.1398,-0.0975,-0.106,2,1.53889,58.86,-0.021562,-0.002133,0.011296,-0.000786,0,0,1330.04,262.492,101.579,0,854.109
183,0.2933,-0.1151,-0.1496,-0.163,0,1.08683,41.93,0.0001969,0.0001062,-4.02E-05,-2.44E-06,0,0,2067.9,214.775,49.3401,0,1420.34
187,-0.72,-0.6969,-0.5212,-0.819,3,-1.88784,129,-0.216001,-0.002304,0.0082944,-0.067378,0,0,1400.15,28.1688,91.9514,0.189635,352.736
188,0.52,0.1293,0.1425,0.126,1,2.19443,41.49,0.0003087,-0.000134,2.34E-05,-1.60E-05,0,0,1576.56,150.174,85.8805,0,1212.07
192,-0.01,0.0074,0.0326,0.115,0,1.0096,17.07,-0.005095,0,0,0,0,0,215.267,0,0,0,11.902
195,-0.0467,0.0586,0.0469,0.105,2,2.32094,46.33,-0.021429,-0.001128,0.0021647,0.0010815,0,0,1592.56,321.966,60.4967,0,962.495
200,-0.0267,-0.2869,-0.2183,-0.185,0,-0.431527,58.44,-0.050627,-0.001157,0.0710308,-0.009105,0,0,836.386,120.996,15.4912,0,322.008
202,0.091,0.1423,0.1203,0.176,1,1.17862,66.48,-0.044252,-0.001947,0.0421589,0,0.00E+00,0,1523.86,120.442,0.004805,0,237.756
207,-0.118,-0.0988,-0.0792,-0.161,0,1.08295,23.55,-0.003588,-0.003,0.0049419,-0.000247,0,0,736.365,164.581,20.9676,0,271.956
209,-0.2867,-0.3513,-0.2785,-0.348,1,-0.571627,67.23,-0.050728,-0.001159,0.0710379,-0.0091,0,0,643.679,120.917,15.4861,0,209.38
210,0.13,0.0666,0.0639,0.0966,2,2.05625,75.27,-0.044412,-0.001916,0.0422605,0,0,0,1216.92,106.469,0,0,312.264
214,0.086,-0.1329,-0.1227,-0.0453,2,0.977335,75.27,-0.044442,-0.001917,0.0422748,0,0,0,1031.99,106.47,0,0,239.27
215,0.188,-0.0516,-0.0455,0.00441,2,1.5303,75.27,-0.044442,-0.001917,0.0422747,0,0,0,1088.59,106.47,0,0,272.356
217,0.364,0.1163,0.1152,0.21,2,2.63623,75.27,-0.044442,-0.001917,0.0422747,0,0,0,1201.47,106.47,0,0,325.551
218,0.017,0.2016,0.1975,0.289,2,3.18919,75.27,-0.044442,-0.001917,0.0422747,0,4.90E-07,0,1257.9,106.47,0,0,349.028
219,0.241,0.2286,0.2394,0.379,2,3.74216,75.27,-0.044442,-0.001917,0.0422747,0,0.0127262,0,1314.34,106.47,0,0,371.57
220,0.12,0.053,0.051,0.102,2,2.05625,75.27,-0.044412,-0.001916,0.0422605,0,0,0,1216.92,106.469,0,0,344.845
222,-0.07,0.2649,0.2323,0.197,2,1.52636,58.2,-0.035157,-0.000645,0.0424751,1.94E-06,0,0,1356.95,142.671,0.0057568,0,458.78
229,-0.18,0.1108,0.1541,0.101,0,3.64579,37.3,-0.014898,2.38E-06,-0.000127,-3.33E-05,0,0,872.913,75.1129,14.0015,0,410.221
231,-1.52,-2.3452,-2.2073,-1.91,5,1.40537,210.54,-0.07993,-0.010184,-0.001689,0.0086829,-1.97E-01,0.0409179,2806.2,405.273,219.218,317.968,984.767
235,-0.1408,-0.121,-0.0924,0.0031,0,0.382149,20.23,0,0,0,0,0,0,202.012,0,0,0,0
237,0.07,0.1111,0.1275,0.135,0,1.13601,20.23,0,0,0,0,0.00E+00,0,458.615,0,0,0,10.8748
238,0.845,0.7858,0.7663,0.887,0,4.03443,23.47,-2.23E-06,0,9.00E-10,-4.00E-10,0.00E+00,0,1738.49,18.7499,11.6946,0,848.257
239,0.4,0.4353,0.3942,0.347,0,2.97003,37.3,-0.00475,3.95E-08,0,0,4.56E-06,0,1964.05,20.3346,0,13.0234,1007.59
240,-0.7433,-1.0581,-1.0569,-1.15,2,2.9359,118.03,-0.040135,-0.000493,0.000178,-5.73E-05,-0.045463,0.0743575,3601.93,76.1957,239.224,202.809,1958.84
241,-0.148,-0.2507,-0.2161,-0.193,0,-0.085495,20.23,0,0,0,0,0.00E+00,0,71.5335,0,0,0,0
244,0.038,0.0118,0.0382,0.093,0,1.11962,20.23,0,0,0,0,0.00E+00,0,313.726,0,0,0,37.613
245,-0.1405,-0.1821,-0.1495,-0.0452,0,0.254088,20.23,0,0,0,0,0,0,134.942,0,0,0,16.5952
247,0.203,-0.0043,0.0282,0.0648,0,1.36002,20.23,0,0,0,0,0,0,249.537,0,0,0,48.5903
249,-0.3067,-0.3179,-0.3256,-0.364,1,1.82807,52.57,-0.013522,-7.39E-06,-0.001674,0.0017803,0,0,1253.41,157.926,0.0137982,0,903.355
253,-0.32,-0.3477,-0.3012,-0.335,1,0.4414,49.33,-0.013864,-4.08E-07,-3.59E-05,0.000107,0,0,677.122,136.751,32.5075,0,147.568
256,-0.44,-0.8335,-0.7892,-0.825,1,0.83283,86.63,-0.032591,-5.61E-07,-0.000452,0.0007703,0,0,1164.36,195.501,0.0056465,0,318.881
262,-1.12,-1.1882,-1.1542,-1.24,2,2.61058,90.02,-0.318195,0.0009332,-0.055579,7.36E-05,0.0139288,0.0017548,882.875,195.88,19.8578,78.3042,336.788
265,-0.66,-0.9408,-0.8754,-0.746,1,1.57828,83.1,-0.318115,-1.98E-07,0.0052298,0,0.0860381,-0.011507,844.991,54.2634,0.665283,57.0178,345.227
267,-1.06,-1.3496,-1.1207,-1.25,2,1.4177,82.76,-0.026209,-0.022228,-0.047604,-0.010233,-0.016328,0.0639926,1409.84,106.19,147.782,12.6059,691.705
269,-1.23,-1.2846,-1.1219,-0.998,2,1.30116,86.26,-0.34449,-4.58E-06,-0.012369,0,-0.092662,0.129817,1142.4,52.0224,7.62302,0.002612,312.052
273,0.75,1.126,1.0686,1,1,5.47224,15.27,0.0010755,6.41E-05,0.0004358,0.000225,0,0,1866.25,165.139,29.5925,0.739286,862.947
275,-0.36,0.1706,0.0452,0.208,0,3.83078,23.55,0.001538,-0.007232,-0.038596,0.0988777,0,0,2104.51,202.497,36.2482,4.6805,1058.91
276,1.1367,0.8557,0.8326,0.908,0,4.24298,6.48,0.001447,6.43E-05,0.0004849,0.0002254,0,0,1572.65,165.04,40.191,0,769.698
278,0.59,0.7848,0.7528,0.879,1,3.99433,15.27,0.001447,6.43E-05,0.0004849,0.0002254,0,0,1445.66,165.04,39.2526,0,733.538
280,-0.1423,0.0449,0.0274,0.063,2,2.4764,58.2,0.0077553,-0.001262,0.0006507,0,0,0,1203.57,106.6,0,0,462.113
282,0.03,0.05,0.0557,-0.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0.9,0.6994,0.7263,0.902,0,4.21E+00,0,0,0,0,0,0,0,337.116,0,0,0,46.019
284,-0.16,0.05,0.0557,-0.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,-0.12,0.05,0.0557,-0.0423,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0
289,0.09,0.05,0.0557,-0.0423,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0
294,0.347,0.4385,0.4593,0.435,0,2.89E+00,0,-2.37E-05,0,0,0,0,0,245.469,0,0,0,189.914
295,0.388,0.4383,0.4591,0.435,0,2.89366,0,2.25E-06,0,0,0,0,0,246.083,0,0,0,191.141
296,0.3127,0.3639,0.3767,0.17,0,2.01934,0,0,0,0,0,0,0,150.533,0,0,0,0
299,0.45,0.5331,0.5335,0.561,0,2.95441,0,-4.86E-06,0,6.00E-10,0,0,0,492.328,54.5423,0,0,136.909
300,0.2285,0.4862,0.5041,0.56,0,2.92617,0,-1.33E-05,0,0,0,0,0,261.064,0,0,0,106.169
303,-0.13,0.0922,0.0505,0.164,2,2.20533,38.91,-0.005826,0,2.55E-05,0,0,0,1275.04,207.224,0,0,827.209
308,-0.27,-0.3756,-0.3849,-0.349,1,2.48698,86.59,-0.315046,0.0144566,0.0062155,0.0016613,0.0013281,0,1594.78,294.944,59.5055,25.2165,819.454
309,0.22,-0.1831,-0.1127,0.099,1,4.00612,50.53,-0.001849,-1.13E-06,-0.004229,-0.001163,0.0098023,0.0369652,1795.13,153.155,4.12274,1.81685,873.62
312,0.78,0.3951,0.315,0.165,1,1.96211,30.87,-0.026361,-0.000174,-0.016277,-0.008354,0,0,2021.03,207.517,21.3228,0.0010987,945.677
316,-0.18,0.0442,0.1006,0.00833,4,1.39808,77.29,-0.022838,1.63E-06,0.0017468,3.73E-05,0,0,1187.45,170.824,69.7434,0,337.231
317,-0.04,-0.2334,-0.1942,-0.309,4,-0.318071,77.29,-0.022888,1.60E-06,0.0020707,2.04E-05,0,0,709.522,55.6506,24.0827,0,92.6068
