,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
70,7175,CHEMBL483336,CHEMBL972422,520352,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,46477,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
71,7176,CHEMBL483337,CHEMBL972422,520353,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,46477,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
72,7177,CHEMBL520513,CHEMBL972422,520420,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,46477,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
73,7178,CHEMBL485326,CHEMBL972422,520421,Homo sapiens,Homo sapiens,D,=,47000.0,nM,IC50,,46477,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
74,7179,CHEMBL485327,CHEMBL972422,520422,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,46477,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
75,7180,CHEMBL447955,CHEMBL984121,519979,Homo sapiens,Homo sapiens,D,=,58000.0,nM,IC50,,47063,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
76,7181,CHEMBL490672,CHEMBL973590,454954,,Homo sapiens,H,>,30000.0,nM,IC50,,45457,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
77,7182,CHEMBL218650,CHEMBL956227,365195,Homo sapiens,Homo sapiens,D,=,107.2,%,Activity,,45683,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
78,7183,CHEMBL218650,CHEMBL956228,365195,Homo sapiens,Homo sapiens,D,=,107.8,%,Activity,,45683,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
79,7184,CHEMBL218650,CHEMBL956229,365195,Homo sapiens,Homo sapiens,D,=,108.5,%,Activity,,45683,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
80,7185,CHEMBL50,CHEMBL956229,3666,Homo sapiens,Homo sapiens,D,=,30.6,%,Activity,,45683,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
81,7186,CHEMBL1109,CHEMBL956229,153330,Homo sapiens,Homo sapiens,D,=,25.5,%,Activity,,45683,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
82,7187,CHEMBL504492,CHEMBL996340,479766,,Homo sapiens,H,=,71000.0,nM,IC50,,46756,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
83,7188,CHEMBL466326,CHEMBL969505,487482,,Homo sapiens,H,,,,Activity,Not Active,42035,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
84,7189,CHEMBL236163,CHEMBL1001843,403316,,Homo sapiens,H,=,28000.0,nM,IC50,,42150,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
85,7190,CHEMBL482480,CHEMBL1001843,509125,,Homo sapiens,H,=,2800.0,nM,IC50,,42150,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
86,7191,CHEMBL483934,CHEMBL1001843,509066,,Homo sapiens,H,>,100000.0,nM,IC50,,42150,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
87,7192,CHEMBL529220,CHEMBL958773,508538,,Homo sapiens,H,>,65000.0,nM,IC50,,44359,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
88,7193,CHEMBL524266,CHEMBL1022452,494338,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,45098,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
89,7194,CHEMBL529213,CHEMBL1011900,499593,,Homo sapiens,H,=,15000.0,nM,IC50,,46260,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
90,7195,CHEMBL453384,CHEMBL1029110,456053,Homo sapiens,Homo sapiens,D,=,9800.0,nM,IC50,,46217,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
91,7196,CHEMBL147587,CHEMBL1029110,243564,Homo sapiens,Homo sapiens,D,=,13000.0,nM,IC50,,46217,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
92,7197,CHEMBL1235,CHEMBL1029110,230459,Homo sapiens,Homo sapiens,D,=,20000.0,nM,IC50,,46217,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
93,7198,CHEMBL1630,CHEMBL1029110,476314,Homo sapiens,Homo sapiens,D,=,2700.0,nM,IC50,,46217,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
94,7199,CHEMBL564840,CHEMBL1025207,559652,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,47374,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
95,7200,CHEMBL551964,CHEMBL1063867,565343,Homo sapiens,Homo sapiens,D,=,29000.0,nM,IC50,,47621,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
96,7201,CHEMBL551991,CHEMBL1062388,560213,,Homo sapiens,H,>,40000.0,nM,IC50,,47945,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
97,7202,CHEMBL599163,CHEMBL1074826,599200,,Homo sapiens,H,>,2.0,uM,Activity,,49835,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
98,7203,CHEMBL1086657,CHEMBL1100502,615506,,Homo sapiens,H,>,100000.0,nM,IC50,,50565,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
99,7204,CHEMBL1079256,CHEMBL1100164,617950,,Homo sapiens,H,=,65000.0,nM,IC50,,50081,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
100,7205,CHEMBL1091356,CHEMBL1112476,620795,,Homo sapiens,H,>,30000.0,nM,IC50,,50702,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
101,7206,CHEMBL1089501,CHEMBL1116215,621846,Homo sapiens,Homo sapiens,D,>,40000.0,nM,IC50,,50683,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
102,7207,CHEMBL1096182,CHEMBL1110980,627910,,Homo sapiens,H,=,11000.0,nM,IC50,,50972,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
103,7208,CHEMBL1085616,CHEMBL1117822,632001,Homo sapiens,Homo sapiens,D,=,7700.0,nM,IC50,,51324,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
104,7209,CHEMBL1085402,CHEMBL1117822,631788,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,51324,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
105,7210,CHEMBL1086104,CHEMBL1117822,631715,Homo sapiens,Homo sapiens,D,=,34000.0,nM,IC50,,51324,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
106,7211,CHEMBL236163,CHEMBL1117822,403316,Homo sapiens,Homo sapiens,D,=,19000.0,nM,IC50,,51324,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
107,7212,CHEMBL1086567,CHEMBL1117822,631712,Homo sapiens,Homo sapiens,D,=,2700.0,nM,IC50,,51324,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
108,7213,CHEMBL235256,CHEMBL1117822,403350,Homo sapiens,Homo sapiens,D,<,400.0,nM,IC50,,51324,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
109,7214,CHEMBL1258517,CHEMBL1260079,707528,,Homo sapiens,H,=,3000.0,nM,IC50,,53068,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
110,7215,CHEMBL1270139,CHEMBL1273129,709378,,Homo sapiens,H,,,,Inhibition,Not Active,53487,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
111,7216,CHEMBL1277677,CHEMBL1286977,713656,Homo sapiens,Homo sapiens,D,=,3600.0,nM,IC50,,53897,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
112,7217,CHEMBL1289313,CHEMBL1291070,715718,,Homo sapiens,H,>,30000.0,nM,IC50,,54047,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
113,7218,CHEMBL638,CHEMBL1634981,27308,Homo sapiens,Homo sapiens,D,=,25.0,%,Inhibition,,54417,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
114,7219,CHEMBL264241,CHEMBL1637353,84251,Homo sapiens,Homo sapiens,D,=,12000.0,nM,IC50,,54425,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
115,7220,CHEMBL264241,CHEMBL1637354,84251,Homo sapiens,Homo sapiens,D,>,17500.0,nM,IC50,,54425,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
116,7221,CHEMBL264241,CHEMBL1637359,84251,Homo sapiens,Homo sapiens,D,=,34.3,%,Inhibition,,54425,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
117,7222,CHEMBL1644183,CHEMBL1648779,1058955,,Homo sapiens,H,=,19000.0,nM,IC50,,54719,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
118,7223,CHEMBL233194,CHEMBL1658782,395530,Homo sapiens,Homo sapiens,D,=,99.0,%,Activity,,55271,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
119,7224,CHEMBL1684585,CHEMBL1687009,1074880,,Homo sapiens,H,>,100000.0,nM,INH,,55835,10163,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C8
120,7225,CHEMBL1682904,CHEMBL1687155,1072977,Homo sapiens,Homo sapiens,D,=,28000.0,nM,IC50,,55790,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
121,7226,CHEMBL1630,CHEMBL1743268,476314,Homo sapiens,Homo sapiens,D,,,,Activity,Substrate,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
122,7227,CHEMBL1477,CHEMBL1743268,403465,Homo sapiens,Homo sapiens,D,,,,Activity,Substrate,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
123,7228,CHEMBL428647,CHEMBL1743268,8062,Homo sapiens,Homo sapiens,D,,,,Activity,Substrate,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
124,7229,CHEMBL121,CHEMBL1743268,20027,Homo sapiens,Homo sapiens,D,,,,Activity,Substrate,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
125,7230,CHEMBL1272,CHEMBL1743268,248669,Homo sapiens,Homo sapiens,D,,,,Activity,Substrate,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
126,7231,CHEMBL457,CHEMBL1743277,2994,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
127,7232,CHEMBL787,CHEMBL1743277,47447,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
128,7233,CHEMBL595,CHEMBL1743277,19737,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
129,7234,CHEMBL50,CHEMBL1743277,3666,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
130,7235,CHEMBL121,CHEMBL1743277,20027,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
131,7236,CHEMBL1496,CHEMBL1743277,418845,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
132,7237,CHEMBL22,CHEMBL1743277,1216,Homo sapiens,Homo sapiens,D,,,,Activity,Inhibitor,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
133,7238,CHEMBL40,CHEMBL1743286,2217,Homo sapiens,Homo sapiens,D,,,,Activity,Inducer,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
134,7239,CHEMBL374478,CHEMBL1743286,365189,Homo sapiens,Homo sapiens,D,,,,Activity,Inducer,56167,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
135,7240,CHEMBL633,CHEMBL1743391,27185,Homo sapiens,Homo sapiens,D,=,51200.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15304522,56168,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
136,7241,CHEMBL633,CHEMBL1743391,27185,Homo sapiens,Homo sapiens,D,=,0.029,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15304522,56168,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
137,7242,CHEMBL1089,CHEMBL1743392,148018,Homo sapiens,Homo sapiens,D,=,54300.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15304522,56168,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
138,7243,CHEMBL1089,CHEMBL1743392,148018,Homo sapiens,Homo sapiens,D,=,0.17,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15304522,56168,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
139,7244,CHEMBL41,CHEMBL1743393,2223,Homo sapiens,Homo sapiens,D,=,294000.0,nM,Ki,"Cytochrome P450 mechanistic inhibitor, no time dependant inhibition observed in HLM: PMID 15304522",56168,10163,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C8
