,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
40,CHEMBL506,CHEMBL710757,10389,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,COc1cc(NC(C)CCCN)c2ncccc2c1
41,CHEMBL30793,CHEMBL713562,43897,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.057,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCc3occc3)ccnc2c1
42,CHEMBL284191,CHEMBL713562,43753,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCN3CCNCC3)ccnc2c1
43,CHEMBL30414,CHEMBL713562,43921,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCN3CCN(CC3)c4ccccn4)ccnc2c1
44,CHEMBL283599,CHEMBL713562,43503,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,OCCNc1ccnc2cc(Cl)c(cc12)[N+](=O)[O-]
45,CHEMBL30438,CHEMBL713562,44076,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.005,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCOc3ccc(cc3)C#N)ccnc2c1
46,CHEMBL419510,CHEMBL713562,150396,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,CN1CCN(CCCN2CCN(CC2)c3ccnc4cc(Cl)ccc34)CC1
47,CHEMBL31000,CHEMBL713562,43896,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,OCCNc1ccnc2cc(Cl)ccc12
48,CHEMBL418957,CHEMBL713562,150975,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,CCN(CC)CCCC(C)NCCCN1CCN(CC1)c2ccnc3cc(Cl)ccc23
49,CHEMBL93478,CHEMBL713562,150876,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCN3CCN(CC3)c4ccccc4)ccnc2c1
50,CHEMBL76,CHEMBL713562,6579,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
51,CHEMBL30793,CHEMBL713563,43897,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCc3occc3)ccnc2c1
52,CHEMBL284191,CHEMBL713563,43753,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCN3CCNCC3)ccnc2c1
53,CHEMBL30414,CHEMBL713563,43921,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCN3CCN(CC3)c4ccccn4)ccnc2c1
54,CHEMBL283599,CHEMBL713563,43503,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,OCCNc1ccnc2cc(Cl)c(cc12)[N+](=O)[O-]
55,CHEMBL30438,CHEMBL713563,44076,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCOc3ccc(cc3)C#N)ccnc2c1
56,CHEMBL419510,CHEMBL713563,150396,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,CN1CCN(CCCN2CCN(CC2)c3ccnc4cc(Cl)ccc34)CC1
57,CHEMBL31000,CHEMBL713563,43896,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,OCCNc1ccnc2cc(Cl)ccc12
58,CHEMBL418957,CHEMBL713563,150975,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,CCN(CC)CCCC(C)NCCCN1CCN(CC1)c2ccnc3cc(Cl)ccc23
59,CHEMBL93478,CHEMBL713563,150876,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2c(NCCN3CCN(CC3)c4ccccc4)ccnc2c1
60,CHEMBL76,CHEMBL713563,6579,NADH-cytochrome b5 reductase,Canis lupus familiaris,Homo sapiens,H,=,0.065,,Methemoglobin,,2328,11511,PROTEIN,SINGLE PROTEIN,8,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
